locali_id,geo_point_2d,carref_id,carref_datesupp,carref_datecre,carref_datemaj,accessi_desc,id
7,"45.1864925085267,5.7294460165447",27,,20000101000000,,Accessible,24
7,"45.1870317374291,5.73070108752803",30,,20000101000000,,Accessible,25
7,"45.1866378605843,5.7185838023086",36,,20000101000000,,Accessible,26
7,"45.1845658067014,5.72126646997213",33,,20000101000000,,Accessible,27
7,"45.1847513105927,5.72053148553556",32,,20000101000000,,Accessible,28
7,"45.1852845264852,5.72096913669283",34,,20000101000000,,Accessible,29
7,"45.1914730044559,5.71649597969568",38,,20000101000000,,Accessible,30
7,"45.1908684203332,5.71141412011048",46,,20000101000000,,Accessible,31
7,"45.1908253850173,5.7120381004961",43,,20000101000000,,Accessible,32
7,"45.1905587204879,5.71137633308049",47,,20000101000000,,Accessible,33
7,"45.1986597112657,5.71782213144429",52,,20000101000000,,Accessible,34
7,"45.1948721937166,5.72857624750961",54,,20000101000000,,Accessible,35
7,"45.1947183555245,5.72877911443126",57,,20000101000000,,Accessible,36
7,"45.1921411718849,5.71988111472108",61,,20000101000000,,Accessible,37
7,"45.1923427099913,5.71978474046936",62,,20000101000000,,Accessible,38
7,"45.1832352946966,5.72808412397266",66,,20000101000000,,Accessible,39
7,"45.1696671571076,5.74469804074214",67,,20000101000000,,Accessible,40
7,"45.1896838230019,5.73143431745213",68,,20000101000000,,Accessible,41
7,"45.1645960810983,5.7239613211675",79,,20000101000000,,Accessible,42
7,"45.1844877992386,5.73030253862265",74,,20000101000000,,Accessible,43
7,"45.1927617459213,5.73504588291952",75,,20000101000000,,Accessible,44
7,"45.1855058288646,5.72137385317106",80,,20000101000000,,Accessible,45
7,"45.1603521413273,5.73789134645665",85,,20000101000000,,Accessible,46
7,"45.1890208635065,5.7344175400426",131,,20000101000000,,Accessible,47
7,"45.1757802729663,5.72968673606235",110,,20000101000000,,Accessible,48
7,"45.1809412176482,5.72830126124418",98,,20000101000000,,Accessible,49
7,"45.1780854839285,5.72752745173923",99,,20000101000000,,Accessible,50
7,"45.1672720959775,5.72673893527216",102,,20000101000000,,Accessible,51
7,"45.1654555238171,5.72680483550458",103,,20000101000000,,Accessible,52
7,"45.1834942039378,5.73266955902675",104,,20000101000000,,Accessible,53
7,"45.1638791011604,5.72397096120749",107,,20000101000000,,Accessible,54
7,"45.1772060099765,5.73029833068969",108,,20000101000000,,Accessible,55
7,"45.1762677151518,5.72984112773861",109,,20000101000000,,Accessible,56
7,"45.181725015033,5.70887060896917",120,,20000101000000,,Accessible,57
7,"45.1807353559574,5.70787972009878",115,,20000101000000,,Accessible,58
7,"45.1809902561666,5.71023944446635",113,,20000101000000,,Accessible,59
7,"45.1807281778482,5.70851006334278",114,,20000101000000,,Accessible,60
7,"45.1807479764566,5.70676972815625",117,,20000101000000,,Accessible,61
7,"45.1807434882074,5.7071647096207",116,,20000101000000,,Accessible,62
7,"45.181713670132,5.70960352625035",119,,20000101000000,,Accessible,63
7,"45.1895707776564,5.72324497476476",125,,20000101000000,,Accessible,64
7,"45.1904444282462,5.72266690687189",124,,20000101000000,,Accessible,65
7,"45.1905659302099,5.73322310327472",128,,20000101000000,,Accessible,66
7,"45.173351924503,5.70791092394183",126,,20000101000000,,Accessible,67
7,"45.1910337569754,5.73286443577078",127,,20000101000000,,Accessible,68
7,"45.1900204022442,5.73364483859411",129,,20000101000000,,Accessible,69
7,"45.1788329554213,5.71093110248022",151,,20000101000000,,Accessible,70
7,"45.1936355888015,5.71184415249169",136,,20000101000000,,Accessible,71
7,"45.1880976130719,5.73513122763692",133,,20000101000000,,Accessible,72
7,"45.1916598160173,5.7127527081985",135,,20000101000000,,Accessible,73
7,"45.1946251661444,5.71110683639564",137,,20000101000000,,Accessible,74
7,"45.1799121837388,5.74773624742839",148,,20000101000000,,Accessible,75
7,"45.1797623710114,5.74620828945701",149,,20000101000000,,Accessible,76
7,"45.1592124013316,5.72886738935057",161,,20000101000000,,Accessible,77
7,"45.1777848281283,5.7101597112353",153,,20000101000000,,Accessible,78
7,"45.178326745198,5.71051846048408",152,,20000101000000,,Accessible,79
7,"45.1772891397375,5.70986231689815",154,,20000101000000,,Accessible,80
7,"45.1765771272408,5.70941407624046",155,,20000101000000,,Accessible,81
7,"45.1749175505406,5.70854063756119",158,,20000101000000,,Accessible,82
7,"45.1754112012646,5.70875770918671",157,,20000101000000,,Accessible,83
7,"45.1747077354071,5.70841935193077",159,,20000101000000,,Accessible,84
7,"45.1901195975964,5.72422563575546",166,,20000101000000,,Accessible,85
7,"45.1907897921312,5.72348420360801",165,,20000101000000,,Accessible,86
7,"45.1668419073455,5.70614400760027",167,,20000101000000,,Accessible,87
7,"45.1805029615668,5.74382573401926",170,,20000101000000,,Accessible,88
7,"45.1795625767669,5.74444882664045",171,,20000101000000,,Accessible,89
7,"45.1790291522723,5.72724336238638",175,,20000101000000,,Accessible,90
7,"45.1750665350508,5.72641093424332",182,,20000101000000,,Accessible,91
7,"45.1820058820857,5.73344441008965",189,,20000101000000,,Accessible,92
7,"45.1869431214776,5.73254663994079",190,,20000101000000,,Accessible,93
7,"45.1903994364519,5.72684550289255",200,,20000101000000,,Accessible,94
7,"45.1914310733226,5.7061811161834",195,,20000101000000,,Accessible,95
7,"45.1931474076749,5.70882937430006",197,,20000101000000,,Accessible,96
7,"45.1946851256548,5.71068155085533",198,,20000101000000,,Accessible,97
7,"45.1901529935952,5.72632087804242",201,,20000101000000,,Accessible,98
7,"45.1819844697566,5.73274644856886",203,,20000101000000,,Accessible,99
7,"45.1899459826167,5.72547769067386",204,,20000101000000,,Accessible,100
7,"45.1908999346211,5.71924691916068",210,,20000101000000,,Accessible,101
7,"45.1916089845032,5.72396931473828",207,,20000101000000,,Accessible,102
7,"45.1916769210802,5.72442187447779",206,,20000101000000,,Accessible,103
7,"45.1914298442502,5.72277609855301",208,,20000101000000,,Accessible,104
7,"45.1913258803734,5.72208364683349",209,,20000101000000,,Accessible,105
7,"45.1905324892379,5.71680028736209",212,,20000101000000,,Accessible,106
7,"45.1819476186068,5.72991984170258",214,,20000101000000,,Accessible,107
7,"45.1873043593926,5.72388133000792",237,,20000101000000,,Accessible,108
7,"45.1884393788483,5.71807834913792",221,,20000101000000,,Accessible,109
7,"45.1890033215766,5.71845173626463",219,,20000101000000,,Accessible,110
7,"45.1912014306413,5.72125478670916",230,,20000101000000,,Accessible,111
7,"45.1908018975399,5.72152408289156",231,,20000101000000,,Accessible,112
7,"45.189038755946,5.72271243022668",234,,20000101000000,,Accessible,113
7,"45.189644562958,5.72230413092461",233,,20000101000000,,Accessible,114
7,"45.18777347702,5.72356516571248",236,,20000101000000,,Accessible,115
7,"45.184860346374,5.72552834100521",242,,20000101000000,,Accessible,116
7,"45.1869588012898,5.72411420573436",239,,20000101000000,,Accessible,117
7,"45.1890376360809,5.71119074997155",238,,20000101000000,,Accessible,118
7,"45.1861234464337,5.72467716737003",240,,20000101000000,,Accessible,119
7,"45.1856732198186,5.72498057216568",241,,20000101000000,,Accessible,120
7,"45.1825891582003,5.72705875404368",243,,20000101000000,,Accessible,121
7,"45.1811905316102,5.73170249099161",249,,20000101000000,,Accessible,122
7,"45.1819572457481,5.73165771702421",248,,20000101000000,,Accessible,123
7,"45.184924024843,5.7134496177691",533,,20000101000000,,Accessible,246
7,"45.1838140032929,5.74104014565909",534,,20000101000000,,Accessible,247
7,"45.1805722136669,5.74159929028766",539,,20000101000000,,Accessible,248
7,"45.1796418573858,5.74209944689553",540,,20000101000000,,Accessible,249
7,"45.1753716904871,5.74447803313241",546,,20000101000000,,Accessible,250
7,"45.1786105375463,5.74251356825871",542,,20000101000000,,Accessible,251
7,"45.1747241099789,5.74514299155473",547,,20000101000000,,Accessible,252
7,"45.1703715529125,5.74495424402854",549,,20000101000000,,Accessible,253
7,"45.1875535393851,5.72861213915014",556,,20000101000000,,Accessible,254
7,"45.1880655502734,5.73002109318556",553,,20000101000000,,Accessible,255
7,"45.1877083140852,5.72903804011517",554,,20000101000000,,Accessible,256
7,"45.1892444355522,5.72137894395671",555,,20000101000000,,Accessible,257
7,"45.178724940816,5.7159203231062",559,,20000101000000,,Accessible,258
7,"45.1858877081056,5.72402857532704",557,,20000101000000,,Accessible,259
7,"45.1854939439964,5.7229452369528",558,,20000101000000,,Accessible,260
7,"45.1763150614913,5.71511063408376",561,,20000101000000,,Accessible,261
7,"45.1654208533851,5.72496111820258",593,,20000101000000,,Accessible,262
7,"45.1896280200858,5.71889174867351",580,,20000101000000,,Accessible,263
7,"45.1892987799631,5.72102659476804",568,,20000101000000,,Accessible,264
7,"45.1733713671847,5.71412168557027",564,,20000101000000,,Accessible,265
7,"45.174437269783,5.71447976862536",563,,20000101000000,,Accessible,266
7,"45.17239404903,5.71379337399551",565,,20000101000000,,Accessible,267
7,"45.1856916365523,5.71216501169631",567,,20000101000000,,Accessible,268
7,"45.1682403499398,5.7123981464925",570,,20000101000000,,Accessible,269
7,"45.1689209365902,5.712626741211",569,,20000101000000,,Accessible,270
7,"45.1642053036579,5.71104297481395",571,,20000101000000,,Accessible,271
7,"45.1606534620403,5.70985025094035",572,,20000101000000,,Accessible,272
7,"45.1885734166124,5.7296731167595",584,,20000101000000,,Accessible,273
7,"45.1898011818813,5.71776877502912",590,,20000101000000,,Accessible,274
7,"45.1699743997292,5.71167389521021",597,,20000101000000,,Accessible,275
7,"45.1698080904025,5.71042988087312",598,,20000101000000,,Accessible,276
7,"45.1754457546678,5.7202962796992",601,,20000101000000,,Accessible,277
7,"45.1899382159387,5.71666835136676",602,,20000101000000,,Accessible,278
7,"45.1983655479791,5.71813256780046",610,,20000101000000,,Accessible,279
7,"45.1688492902837,5.73213600825485",659,,20000101000000,,Accessible,280
7,"45.1699708585577,5.73719933742048",620,,20000101000000,,Accessible,281
7,"45.1889452072262,5.73890814290514",617,,20000101000000,,Accessible,282
7,"45.1889831928959,5.73966639373254",616,,20000101000000,,Accessible,283
7,"45.1704592724257,5.73910505844074",618,,20000101000000,,Accessible,284
7,"45.1702221178683,5.73817969621083",619,,20000101000000,,Accessible,285
7,"45.1691637321059,5.73405037205035",622,,20000101000000,,Accessible,286
7,"45.1694294722512,5.7350870896645",621,,20000101000000,,Accessible,287
7,"45.1689957073895,5.73329492906397",623,,20000101000000,,Accessible,288
7,"45.178270016648,5.70741682731293",633,,20000101000000,,Accessible,289
7,"45.1777599986927,5.70724849161235",634,,20000101000000,,Accessible,290
7,"45.1806252767322,5.73170126856489",648,,20000101000000,,Accessible,291
7,"45.1815741703184,5.72270705270559",642,,20000101000000,,Accessible,292
7,"45.1981419100066,5.73569751594887",727,,20000101000000,,Accessible,335
7,"45.1839141927023,5.73932580586082",1123,,20000101000000,,Accessible,500
7,"45.1829375262032,5.73687334688818",1125,,20000101000000,,Accessible,501
7,"45.1825331295407,5.73584170415168",1126,,20000101000000,,Accessible,502
7,"45.1985213402847,5.73840739417123",1129,,20000101000000,,Accessible,503
7,"45.197483328851,5.73704522807765",1130,,20000101000000,,Accessible,504
7,"45.1973028071413,5.73712751072227",1131,,20000101000000,,Accessible,505
7,"45.1970368236501,5.73380872729101",1147,,20000101000000,,Accessible,506
7,"45.1970255064799,5.73644724453251",1142,,20000101000000,,Accessible,507
7,"45.1970672599738,5.73704577555414",1138,,20000101000000,,Accessible,508
7,"45.1969631913251,5.73678799193059",1141,,20000101000000,,Accessible,509
7,"45.1974454005189,5.73643919401205",1144,,20000101000000,,Accessible,510
7,"45.1972250738502,5.73634664373472",1143,,20000101000000,,Accessible,511
7,"45.1975565772505,5.73673272005741",1145,,20000101000000,,Accessible,512
7,"45.1921665803098,5.7319063796072",1153,,20000101000000,,Accessible,513
7,"45.1919633084651,5.7319721283849",1154,,20000101000000,,Accessible,514
7,"45.1920781527646,5.73179310283412",1155,,20000101000000,,Accessible,515
7,"45.1833280600906,5.73158180357662",1157,,20000101000000,,Accessible,516
7,"45.1835254156626,5.73090450304925",1166,,20000101000000,,Accessible,517
7,"45.182199659568,5.72731266099655",1167,,20000101000000,,Accessible,518
7,"45.1816195658835,5.72778616124064",1168,,20000101000000,,Accessible,519
7,"45.1671812294014,5.74161987381538",1177,,20000101000000,,Accessible,520
7,"45.1671506182303,5.74128098676061",1176,,20000101000000,,Accessible,521
7,"45.1669980165374,5.73889024177921",1179,,20000101000000,,Accessible,522
7,"45.1670495341614,5.73837013574563",1181,,20000101000000,,Accessible,523
7,"45.1905578982259,5.72658891968742",1187,,20000101000000,,Accessible,524
7,"45.1875395985153,5.73038144842767",1198,,20000101000000,,Accessible,525
7,"45.2053869903496,5.69958714062823",1197,,20000101000000,,Accessible,526
7,"45.1872479337282,5.73091160946244",1199,,20000101000000,,Accessible,527
7,"45.1666545465671,5.73473558135763",1325,,20000101000000,,Accessible,528
7,"45.1913457041295,5.7274940783683",1277,,20000101000000,,Accessible,529
7,"45.1761879842056,5.7091950019666",1211,,20000101000000,,Accessible,530
7,"45.1798516472019,5.74711879584013",1205,,20000101000000,,Accessible,531
7,"45.1640877244805,5.7413060045758",1248,,20000101000000,,Accessible,532
7,"45.187223863108,5.71153521501038",1262,,20000101000000,,Accessible,533
7,"45.1665742471142,5.73094786911676",1270,,20000101000000,,Accessible,534
7,"45.1677654631069,5.73091703257955",1280,,20000101000000,,Accessible,535
7,"45.1755415676919,5.75286798355413",1289,,20000101000000,,Accessible,536
7,"45.1816656554605,5.71223254966354",1297,,20000101000000,,Accessible,537
7,"45.1889237674593,5.73858825439689",1306,,20000101000000,,Accessible,538
7,"45.1954277105081,5.71083764811135",1304,,20000101000000,,Accessible,539
7,"45.1985633058184,5.7380813158653",724,,20000101000000,,Accessible,336
7,"45.184293768015,5.70564845200994",726,,20000101000000,,Accessible,337
7,"45.1805493942888,5.74102947381605",729,,20000101000000,,Accessible,338
7,"45.1979973538043,5.73543776761693",728,,20000101000000,,Accessible,339
7,"45.1805713390548,5.73985731020362",730,,20000101000000,,Accessible,340
7,"45.1859183505525,5.71563968852031",741,,20000101000000,,Accessible,341
7,"45.1716664940608,5.7338621881628",762,,20000101000000,,Accessible,342
7,"45.1829092205749,5.70681905194227",752,,20000101000000,,Accessible,343
7,"45.184427859819,5.70920885135691",747,,20000101000000,,Accessible,344
7,"45.1858663869523,5.71326484793311",744,,20000101000000,,Accessible,345
7,"45.1858906285061,5.71437266324055",743,,20000101000000,,Accessible,346
7,"45.1854473237718,5.711378738868",745,,20000101000000,,Accessible,347
7,"45.1848743249101,5.71001616342362",746,,20000101000000,,Accessible,348
7,"45.183959152347,5.70848837776514",749,,20000101000000,,Accessible,349
7,"45.1843750506662,5.70912694626618",748,,20000101000000,,Accessible,350
7,"45.1817783942708,5.70551080436889",751,,20000101000000,,Accessible,351
7,"45.1720898815921,5.73531051827766",761,,20000101000000,,Accessible,352
7,"45.1719408271012,5.74377385739231",764,,20000101000000,,Accessible,353
7,"45.1710746130711,5.74106694964779",767,,20000101000000,,Accessible,354
7,"45.1659405318685,5.73970776679224",769,,20000101000000,,Accessible,355
7,"45.1660106614031,5.7302393037765",780,,20000101000000,,Accessible,356
7,"45.1935740319861,5.72390831565286",779,,20000101000000,,Accessible,357
7,"45.1654028487714,5.73026406122851",781,,20000101000000,,Accessible,358
7,"45.1894200074614,5.71381870553825",784,,20000101000000,,Accessible,359
7,"45.190838509166,5.72816951890327",827,,20000101000000,,Accessible,360
7,"45.1900987121025,5.72975119215606",806,,20000101000000,,Accessible,361
7,"45.1925893208888,5.70960060971512",787,,20000101000000,,Accessible,362
7,"45.1732215942229,5.71093764168505",801,,20000101000000,,Accessible,363
7,"45.1719473228948,5.74682441980673",797,,20000101000000,,Accessible,364
7,"45.1893123064139,5.71757445491426",802,,20000101000000,,Accessible,365
7,"45.1900578531121,5.73114707571605",804,,20000101000000,,Accessible,366
7,"45.1900828781544,5.73036677394408",805,,20000101000000,,Accessible,367
7,"45.1729544743414,5.71026562881028",811,,20000101000000,,Accessible,368
7,"45.190256655597,5.72768398423462",808,,20000101000000,,Accessible,369
7,"45.1901320889399,5.72872968637061",807,,20000101000000,,Accessible,370
7,"45.1909400491729,5.71037544506156",928,,20000101000000,,Accessible,412
7,"45.1910480612296,5.70888915514025",932,,20000101000000,,Accessible,413
7,"45.190990928724,5.70963750794035",931,,20000101000000,,Accessible,414
7,"45.1967021722409,5.71198143301613",940,,20000101000000,,Accessible,415
7,"45.1853100935739,5.7168686288764",947,,20000101000000,,Accessible,416
7,"45.184467396882,5.74458732667528",943,,20000101000000,,Accessible,417
7,"45.1846997136114,5.71714668965348",946,,20000101000000,,Accessible,418
7,"45.1855680595259,5.71674766915225",948,,20000101000000,,Accessible,419
7,"45.1859222451418,5.71658825319043",949,,20000101000000,,Accessible,420
7,"45.1975849561196,5.73242792460573",964,,20000101000000,,Accessible,421
7,"45.1838066540881,5.71177706239666",972,,20000101000000,,Accessible,422
7,"45.1922419917294,5.73282915577673",983,,20000101000000,,Accessible,423
7,"45.1924137780307,5.73026468179784",975,,20000101000000,,Accessible,424
7,"45.1923926809085,5.73052280512553",976,,20000101000000,,Accessible,425
7,"45.1919365703457,5.73160596618673",977,,20000101000000,,Accessible,426
7,"45.191683483239,5.73195384938716",979,,20000101000000,,Accessible,427
7,"45.1832702736285,5.71166668219453",984,,20000101000000,,Accessible,428
7,"45.1910779369845,5.72516162114112",987,,20000101000000,,Accessible,429
7,"45.1877988850293,5.72314074855215",991,,20000101000000,,Accessible,430
7,"45.1904311926812,5.72478241706771",990,,20000101000000,,Accessible,431
7,"45.1878893495404,5.72162959521976",992,,20000101000000,,Accessible,432
7,"45.1881147154819,5.71786340387808",993,,20000101000000,,Accessible,433
7,"45.188421877516,5.71272695279693",1014,,20000101000000,,Accessible,434
7,"45.1883569505839,5.72756226742624",1004,,20000101000000,,Accessible,435
7,"45.1882180853362,5.71613524448294",996,,20000101000000,,Accessible,436
7,"45.1942230367649,5.71890228144275",997,,20000101000000,,Accessible,437
7,"45.1934870119359,5.71994415561992",998,,20000101000000,,Accessible,438
7,"45.1882747598792,5.71518751479548",1001,,20000101000000,,Accessible,439
7,"45.1888581096542,5.7373380920248",1002,,20000101000000,,Accessible,440
7,"45.1912567933391,5.71539963000342",1009,,20000101000000,,Accessible,441
7,"45.1883337182246,5.71420147148731",1006,,20000101000000,,Accessible,442
7,"45.1879376571533,5.72787157759505",1005,,20000101000000,,Accessible,443
7,"45.1883496008708,5.71393592852921",1011,,20000101000000,,Accessible,444
7,"45.1931172180058,5.73180675127785",1012,,20000101000000,,Accessible,445
7,"45.1924552417387,5.7308753747525",1013,,20000101000000,,Accessible,446
7,"45.1885165354048,5.71114319075391",1022,,20000101000000,,Accessible,447
7,"45.1871057175144,5.713793686138",1021,,20000101000000,,Accessible,448
7,"45.1871671442048,5.71246869708659",1023,,20000101000000,,Accessible,449
7,"45.1873681966057,5.71251008020632",1024,,20000101000000,,Accessible,450
7,"45.1883022963579,5.72893742414375",1030,,20000101000000,,Accessible,451
7,"45.1876668669615,5.71411993378463",1027,,20000101000000,,Accessible,452
7,"45.1705171053724,5.7434879408872",818,,20000101000000,,Accessible,371
7,"45.1723961183364,5.70868030935736",822,,20000101000000,,Accessible,372
7,"45.1724907075631,5.70503462949779",837,,20000101000000,,Accessible,373
7,"45.1905110695213,5.73037637278388",829,,20000101000000,,Accessible,374
7,"45.1905457244939,5.72906195361693",828,,20000101000000,,Accessible,375
7,"45.1723612384786,5.7076884860475",834,,20000101000000,,Accessible,376
7,"45.165437099963,5.72555961487655",842,,20000101000000,,Accessible,377
7,"45.168748642339,5.70483532149863",838,,20000101000000,,Accessible,378
7,"45.1672411289208,5.72548120443965",841,,20000101000000,,Accessible,379
7,"45.1946084324986,5.73699448131447",843,,20000101000000,,Accessible,380
7,"45.1922762588245,5.73946636009476",846,,20000101000000,,Accessible,381
7,"45.1917066075612,5.73333723173239",854,,20000101000000,,Accessible,382
7,"45.1793632715602,5.71762070522697",855,,20000101000000,,Accessible,383
7,"45.181208792229,5.72679908509071",862,,20000101000000,,Accessible,384
7,"45.1753364577112,5.71628096037084",859,,20000101000000,,Accessible,385
