FID,id,rute_nr,rutenavn,status,kategori,under_kategori,kommune,ogc_fid,wkb_geometry
cykeldata_kk.fid-2b80431e_19460c4a556_6da8,3579,,,Eksisterende,Cykelmulighed,Grøn,København,565,"MULTILINESTRING ((12.56765604895442 55.7224557022422, 12.567800415284891 55.72269640901511))"
cykeldata_kk.fid-2b80431e_19460c4a556_6da9,3583,,,Eksisterende,Cykelmulighed,Grøn,København,566,"MULTILINESTRING ((12.567646579641048 55.72721854454176, 12.567684801688651 55.727337023152366))"
cykeldata_kk.fid-2b80431e_19460c4a556_6daa,3584,,,Eksisterende,Cykelmulighed,Grøn,København,567,"MULTILINESTRING ((12.567750589109304 55.72706947670814, 12.567646579641048 55.72721854454176))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dab,3585,,,Eksisterende,Cykelmulighed,Grøn,København,568,"MULTILINESTRING ((12.567687402686717 55.72739378422541, 12.567328024138625 55.72860525166042, 12.566954249400116 55.72902961865135, 12.566215317596667 55.73195445239098, 12.565750527313668 55.733054601523115))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dac,417,,,Eksisterende,Cykelmulighed,,København,569,"MULTILINESTRING ((12.52403662971594 55.66395695136572, 12.523243572129163 55.66395548375833, 12.52323641780699 55.66395547456881, 12.522417316866855 55.663957990354895, 12.522411753708457 55.66395800710975))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dad,2493,,,Eksisterende,Cykelsti,P,København,570,"MULTILINESTRING ((12.516163497623308 55.66435490242265, 12.5161382460318 55.66402390409523, 12.516138229934466 55.664023724761485))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dae,1744,,,Eksisterende,Cykelsti,P,København,571,"MULTILINESTRING ((12.57217057416684 55.67360499904902, 12.57358438294785 55.672897284303275, 12.573703422510322 55.67283776373226, 12.573707602391462 55.67283570757037))"
cykeldata_kk.fid-2b80431e_19460c4a556_6daf,2149,,,Eksisterende,Cykelsti,,København,572,"MULTILINESTRING ((12.573076460732645 55.67445251760806, 12.573190800099926 55.6743946490933, 12.574124538994283 55.673925096649015, 12.574335272849419 55.67381388091349, 12.574774882944808 55.67358171074502, 12.575237509901044 55.67333739012119, 12.575312170992584 55.6733066630084, 12.575607214639893 55.673158892702915, 12.576204273661276 55.67285985517342, 12.576583410956314 55.67266995404679, 12.576939666913429 55.67249045183945, 12.57724141735697 55.67233842492831, 12.577383786884461 55.67226665260398, 12.577885270587421 55.67202254844721, 12.578058016697495 55.671938469250705, 12.57841244737852 55.671772387082534, 12.578421599641947 55.671768073646014, 12.578461117133145 55.671749566069515, 12.578463256756544 55.67174860443972, 12.578475585662124 55.6717424898387, 12.578502549962199 55.6717293840501, 12.578637450063304 55.67166400153361))"
cykeldata_kk.fid-2b80431e_19460c4a556_6db0,3414,,,Eksisterende,Cykelsti,,København,573,"MULTILINESTRING ((12.575237509901044 55.67333739012119, 12.57499362490128 55.673287317587764, 12.574732283877273 55.673191803156584, 12.574066866337896 55.6729465204522, 12.573711952608816 55.67283702456907))"
cykeldata_kk.fid-2b80431e_19460c4a556_6db1,4002,,,Eksisterende,Cykelsti,,København,574,"MULTILINESTRING ((12.575983687893403 55.62634200159727, 12.575966983260066 55.62588299015697))"
cykeldata_kk.fid-2b80431e_19460c4a556_6db2,4003,,,Eksisterende,Cykelsti,,København,575,"MULTILINESTRING ((12.575966983260066 55.62588299015697, 12.57593553523495 55.62549960609519))"
cykeldata_kk.fid-2b80431e_19460c4a556_6db3,5221,,,Eksisterende,Cykelsti,,København,576,"MULTILINESTRING ((12.560554251772045 55.66412317472539, 12.560142671980648 55.66394478494134, 12.559758551281535 55.66384026566717, 12.559019634715703 55.663644561091914, 12.558546659246826 55.66351756291079, 12.558063269787596 55.663404552579365, 12.557486977063354 55.66326037425038, 12.556799199815897 55.66306428942635, 12.555921611331858 55.66256019378762, 12.555641878461744 55.662341505975434, 12.55535261977124 55.66205770279496, 12.555359369089402 55.66199482363752, 12.555391019411417 55.6619726986227, 12.5568936863161 55.66164354371196, 12.557824283588484 55.66142069325135))"
cykeldata_kk.fid-2b80431e_19460c4a556_6db4,1449,,,Eksisterende,Cykelsti,,København,577,"MULTILINESTRING ((12.582070138795922 55.66328675493663, 12.581911237279693 55.66320725140674, 12.581340163155307 55.66291926463276))"
cykeldata_kk.fid-2b80431e_19460c4a556_6db5,5223,,,Eksisterende,Cykelsti,,København,578,"MULTILINESTRING ((12.59671933300794 55.70813955113214, 12.59673039336157 55.70813767259974, 12.59768268339281 55.70797342722018, 12.597981858130828 55.70792173683822, 12.598368967542376 55.70785500307515, 12.598465999914257 55.707838275445944, 12.5988404790031 55.70779222559195, 12.599356669440109 55.707785530702296))"
cykeldata_kk.fid-2b80431e_19460c4a556_6db6,3927,,Havneringen N,Eksisterende,Cykelsti,Cykelsti,København,579,"MULTILINESTRING ((12.616760355788562 55.71256635099812, 12.61966536452253 55.71382280383321, 12.63050872084227 55.71886549771202))"
cykeldata_kk.fid-2b80431e_19460c4a556_6db7,5224,,,Eksisterende,Cykelsti,,København,580,"MULTILINESTRING ((12.591848858411181 55.70953645789454, 12.591854747153473 55.709530285616346, 12.592029273633418 55.70934728747999, 12.592079655016192 55.70929446018119, 12.592192114621005 55.70920301163402, 12.592425903992023 55.709058543749926, 12.592558031163325 55.70898856628973, 12.592664624161056 55.708945062152615, 12.59283035320363 55.708877415435005, 12.593170822819612 55.70877028102459, 12.59347324620582 55.70871487653515), (12.59347324620582 55.70871487653515, 12.593475672304997 55.70871443720044))"
cykeldata_kk.fid-2b80431e_19460c4a556_6db8,3999,,,Planlagt,Cykelsti,,København,581,"MULTILINESTRING ((12.619995345389334 55.670735036498655, 12.61997597834805 55.67075694975973, 12.620071997641071 55.67077667491674, 12.620035199638945 55.670820533547136))"
cykeldata_kk.fid-2b80431e_19460c4a556_6db9,4001,,,Eksisterende,Cykelsti,,København,582,"MULTILINESTRING ((12.62007957658656 55.66910863263339, 12.621301955870061 55.669366240027756, 12.621305432175989 55.66936694645775))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dba,4000,,,Eksisterende,Cykelsti,,København,583,"MULTILINESTRING ((12.619995345389334 55.670735036498655, 12.620007102195295 55.67072408014122, 12.620042165545204 55.67068377851719, 12.62035576459703 55.67032332543877, 12.620503212034928 55.67014779580565, 12.62076236634031 55.6698291778369, 12.620854797179707 55.66973804519403, 12.621128875469173 55.66932949117683))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dbb,2771,,,Eksisterende,Cykelsti,,København,584,"MULTILINESTRING ((12.575922060091388 55.64090949155089, 12.575421846580682 55.63965843250509))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dbc,4018,,,Eksisterende,Cykelsti,,København,585,"MULTILINESTRING ((12.565626167179175 55.65614009228824, 12.567191317971997 55.65575897302491, 12.567391080572587 55.655678185981984, 12.567601531546991 55.655516594204485, 12.567730017732282 55.65541497411609, 12.568686581968704 55.65531152740011))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dbd,4019,,,Planlagt,Cykelsti,,København,586,"MULTILINESTRING ((12.539141092858218 55.70047857677915, 12.539015057408976 55.700391383710155, 12.538494686370177 55.699985943293846, 12.538335369541503 55.69986863405456, 12.538204191777565 55.69977717526458))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dbe,4041,,,Eksisterende,Cykelsti,,København,587,"MULTILINESTRING ((12.625240726339273 55.68408065075689, 12.625330073139613 55.6841126187778))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dbf,4042,,,Eksisterende,Cykelsti,,København,588,"MULTILINESTRING ((12.625330073139613 55.6841126187778, 12.625449281488713 55.68409107661601, 12.626037404096145 55.684303643406004, 12.625995961866437 55.68434202418728, 12.625947663714095 55.684382380725964))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dc0,1004,,,Eksisterende,Cykelsti,P,København,589,"MULTILINESTRING ((12.550617066705868 55.66838222548131, 12.550617066705868 55.66838222548131, 12.550589782514828 55.6683750146338, 12.5502149452236 55.66826427886545))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dc1,1426,,,Eksisterende,Cykelsti,,København,625,"MULTILINESTRING ((12.63995197242526 55.65174276931008, 12.64031142808556 55.651000469172374, 12.640372003705194 55.650867937257814))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dc2,4040,,,Eksisterende,Cykelsti,,København,590,"MULTILINESTRING ((12.61746801988925 55.678568773799356, 12.617614338092093 55.67860454580123, 12.617624932755316 55.678609266599395, 12.617636613628887 55.678615211725464, 12.61764650595612 55.678623059549494, 12.617651827196678 55.67863104223959, 12.617652304565528 55.678636207957446, 12.617649448673339 55.678640732048976, 12.617642981580639 55.67864869255896, 12.617636480387699 55.678656284088746, 12.617496138957621 55.67881692867674, 12.617483341037236 55.67883432560114, 12.61747701026567 55.67884376202271, 12.617469578035582 55.678855450854925, 12.617464309430101 55.678869295769005, 12.617461828559385 55.67887787863558, 12.617462680967032 55.67888710313333, 12.617464254585373 55.67889704632514, 12.617468956907468 55.678905417268396, 12.617475720574456 55.678914837353865, 12.617505022643405 55.67893432208094, 12.617851084577564 55.67916460257041, 12.61815905158191 55.679372327157346, 12.618479838685209 55.67958411251975, 12.618940479754139 55.67989203568684, 12.61899908685397 55.67993100438844, 12.619436582372236 55.6802222195925, 12.619588668320837 55.68032317623049, 12.619947845147653 55.680560463729954, 12.620016448576612 55.6806065475169, 12.620123843451024 55.68067921310159, 12.620434310217442 55.68088537856755, 12.620503296208136 55.68093032990954, 12.62056121925249 55.68096894812028, 12.620604024473277 55.680999873000005, 12.620637759909926 55.68102477591013, 12.6206884792675 55.68106779956303, 12.620710241371443 55.68108627331019, 12.620784720925016 55.68114105191665, 12.620917333820895 55.68122963250234, 12.62103098363931 55.68130434348478, 12.621255019295472 55.68145386154605, 12.621361696055686 55.681523968350376, 12.621490773163787 55.68160969288598, 12.621643557045612 55.681710996500264, 12.621753291282836 55.68178582250197, 12.622065871252747 55.681993401612665, 12.62234629629076 55.6821789907138, 12.622619164568508 55.682360732612814, 12.623013457255523 55.68262324325992, 12.623379753422205 55.68286623073588, 12.6236554486158 55.6830501068514, 12.623833979307724 55.68316766642078, 12.624161321220303 55.683385903844794, 12.624472483984102 55.68359203912346, 12.624676205299812 55.68372698230017, 12.624711286061128 55.68375221437897, 12.62474785955671 55.68378772387501, 12.624797846924912 55.68385954168204, 12.624816497986796 55.683884149443614, 12.624833812534563 55.68390139697606, 12.624847865441302 55.68391171117518, 12.624869204927888 55.68392291993357, 12.624977561870393 55.683961525235894, 12.625116231112878 55.68400922396609, 12.625224451828288 55.68404635313727, 12.625246892633545 55.68405530935241, 12.625249880963459 55.684059290859814, 12.625249903002475 55.684068871318665, 12.625243684244875 55.68407723342764, 12.625240726339273 55.68408065075689))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dc3,4043,,,Eksisterende,Cykelsti,,København,591,"MULTILINESTRING ((12.614639026009211 55.68274183136602, 12.614899886685947 55.68271263920651, 12.615049639265186 55.68272937116362, 12.615161727490733 55.68281122181329, 12.61544913675278 55.68317962564227, 12.615458061606548 55.683220263945444))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dc4,4044,,,Eksisterende,Cykelsti,,København,592,"MULTILINESTRING ((12.552514879342924 55.65134805712068, 12.552888070510672 55.65135655449552, 12.554620998706783 55.65075351517341))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dc5,4045,,,Eksisterende,Cykelsti,,København,593,"MULTILINESTRING ((12.515554981571768 55.649758558704846, 12.518256128980603 55.64966998749107))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dc6,4046,,,Eksisterende,Cykelsti,,København,594,"MULTILINESTRING ((12.570660317378968 55.66910716299409, 12.566628939578917 55.66733109120095, 12.565825318952118 55.66697701087732, 12.565526650938109 55.666836088291355, 12.565086508664523 55.66650541071349, 12.564680563109349 55.66628050999574, 12.564575624786139 55.66622798387133, 12.564331292822189 55.6660790805728, 12.563810447363553 55.665772705752254, 12.563579393492573 55.665591943035224, 12.5634031701034 55.665424337113, 12.563267624542672 55.66532637004717, 12.563133400505649 55.665242922539306, 12.562898225081877 55.66511145540728, 12.562632194756615 55.66502394940481, 12.56240544902665 55.66494076341525, 12.5621829718324 55.66485730204833, 12.56203104255687 55.664792950851286, 12.56164194815882 55.664608654796666, 12.561181087158172 55.6643935299875, 12.560554251772045 55.66412317472539))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dc7,4055,,,Eksisterende,Cykelsti,,København,595,"MULTILINESTRING ((12.59347324620582 55.70871487653515, 12.594094826810037 55.708601026118394, 12.594917443233541 55.7084606068128, 12.595273690091148 55.70838507953199, 12.595799968332823 55.70829569542207, 12.59671933300794 55.70813955113214))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dc8,1373,,,Eksisterende,Cykelsti,P,København,596,"MULTILINESTRING ((12.593906934844993 55.6711001301466, 12.593916058562007 55.67109518787997, 12.594252842009013 55.670913695296356, 12.594472914164436 55.670755671319924, 12.59475478043322 55.670521936945356, 12.595035446462257 55.670269447862246, 12.595381989936918 55.66985716095869, 12.595586067819498 55.669462176663494, 12.595589722828928 55.669455096453355, 12.595589743386775 55.66945505663022))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dc9,1956,,,Eksisterende,Cykelsti,,København,597,"MULTILINESTRING ((12.582646212694026 55.71958919352474, 12.582720616125293 55.71965858086646, 12.582972266930645 55.719727017216385, 12.582919098986297 55.720081335866986, 12.582802547613007 55.720904983175714, 12.582714848795575 55.72134895053939, 12.582957480726744 55.721775670846654, 12.58295652133678 55.72185167728693))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dca,2536,,,Eksisterende,Cykelsti,P,København,598,"MULTILINESTRING ((12.537916439603464 55.70400280607932, 12.537951703554654 55.70413717554039, 12.538139999955174 55.7049131336452, 12.538298386464474 55.705760568665006, 12.538316237161506 55.705957876180385, 12.538645599936945 55.707215199736325, 12.538753120680376 55.70747269104121, 12.538881858321545 55.70766679961438, 12.539235677474718 55.70800278117509, 12.53959231428202 55.70816511030353, 12.539835197949039 55.70826573466578))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dcb,5235,,,Eksisterende,Cykelsti,,København,599,"MULTILINESTRING ((12.592136747287064 55.703236873993255, 12.593955115426414 55.70336840024504, 12.594628993031586 55.703500162770155, 12.595270949339408 55.70352030777005, 12.595888593430475 55.703613121080814, 12.596721302437038 55.70366267565446))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dcc,5236,,,Eksisterende,Cykelsti,,København,600,"MULTILINESTRING ((12.592413833911571 55.701074151656904, 12.592689185058566 55.70108261956251, 12.593641502322292 55.70111190148823, 12.593937337352827 55.701099888271564, 12.595535466973242 55.70060351820962))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dcd,5237,,,Eksisterende,Cykelsti,,København,601,"MULTILINESTRING ((12.593052488540465 55.69753534721553, 12.593165717290482 55.69752442372725, 12.594487208714062 55.69739692765756))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dce,5312,,,Eksisterende,Cykelsti,,København,602,"MULTILINESTRING ((12.544152408527847 55.653146352059714, 12.543138208676593 55.65223783563982, 12.541667917322204 55.65092888291341))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dcf,484,,,Eksisterende,Cykelsti,,København,603,"MULTILINESTRING ((12.563417173473288 55.689753095692474, 12.563044034788264 55.68991814552898, 12.56248393826503 55.69018061955123, 12.562480512512364 55.690182226374205))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dd0,4063,,,Eksisterende,Cykelsti,,København,604,"MULTILINESTRING ((12.537226551266548 55.71415473685537, 12.537174871652995 55.71419583418267, 12.536814395453629 55.714497493812004, 12.536640082580917 55.71462514814329, 12.536529782557851 55.71471071110017, 12.536194814505407 55.71481135830114))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dd1,4064,,,Eksisterende,Cykelsti,,København,605,"MULTILINESTRING ((12.512759196645296 55.65046466233112, 12.512744280162469 55.650429506922066, 12.512686549102934 55.650317075866276, 12.512643593851884 55.65023962768846, 12.512410521930308 55.649959312568015, 12.512407796740542 55.64995597244779, 12.511826181927448 55.64924116484584))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dd2,4065,,,Eksisterende,Cykelsti,,København,606,"MULTILINESTRING ((12.58193895652219 55.67595255965386, 12.581885991899172 55.67593586880416, 12.581342938763003 55.675734131774966))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dd3,2972,,,Eksisterende,Cykelsti,,København,607,"MULTILINESTRING ((12.468745044212639 55.691437955661065, 12.4687398296452 55.69143831441206, 12.467223683849095 55.69154242457089))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dd4,4067,,,Eksisterende,Cykelsti,,København,608,"MULTILINESTRING ((12.620016448576612 55.6806065475169, 12.619931872266628 55.68065498028481, 12.619827539436892 55.680738956970785, 12.619611247860083 55.68094450035641, 12.618523328640544 55.68191119527599, 12.617579232904337 55.68278602241859, 12.617420005928158 55.68291616397557, 12.617327686514528 55.68304012303001, 12.617306049179321 55.68317270105319, 12.61731785891102 55.683276577846975, 12.617281315434099 55.683353251649635, 12.617191522711535 55.683419334798444, 12.617089195940434 55.68346060163179))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dd5,4068,,,Eksisterende,Cykelsti,,København,609,"MULTILINESTRING ((12.539674241220686 55.701088167735854, 12.539701356600613 55.70116424968088, 12.539704012588537 55.70117168812182, 12.540257089644921 55.70229822508406, 12.540258326936714 55.70230073727769))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dd6,2775,,,Eksisterende,Cykelsti,,København,610,"MULTILINESTRING ((12.57992135849214 55.63103393359788, 12.580058796623478 55.63099467738001, 12.580251057893049 55.630941502878336, 12.58045158621984 55.63088844611061, 12.580652105807191 55.63083529936064, 12.580781062341547 55.630795031544146, 12.581262035109464 55.63063551690686, 12.581492608120694 55.630584277306745, 12.582208656360223 55.630523340981306))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dd7,4070,,,Eksisterende,Cykelsti,,København,611,"MULTILINESTRING ((12.552484371874511 55.65135503712191, 12.552649681124734 55.65109718451968, 12.552703291075913 55.650917304959485, 12.552651265011223 55.6506725417028, 12.552449572253066 55.650474505049495, 12.552221591477837 55.65027605990639, 12.551245304968159 55.649426015280085, 12.551183398478459 55.6492798048674, 12.551168268024721 55.64911281706902, 12.551106112413004 55.64825833460545, 12.551032549617494 55.64816245591176))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dd8,5238,,Planlagt i Cykelstiprioriteringsplan 2,Eksisterende,Cykelsti,,København,612,"MULTILINESTRING ((12.590594391441078 55.69686737919107, 12.590637020560946 55.697019959989525, 12.590654700518487 55.69716227689943, 12.590664527449 55.69739950516099, 12.59065705659455 55.69764388511349))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dd9,5239,,Planlagt i Cykelstiprioriteringsplan 2,Planlagt,Cykelsti,,København,613,"MULTILINESTRING ((12.59065705659455 55.69764388511349, 12.590656855953402 55.69765044829566))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dda,1173,,,Eksisterende,Cykelsti,,København,614,"MULTILINESTRING ((12.492136983747686 55.67817895984723, 12.491875430221741 55.67811600335992, 12.489951583941997 55.67768977929641, 12.490172080422543 55.67773921073894))"
cykeldata_kk.fid-2b80431e_19460c4a556_6ddb,2350,,,Eksisterende,Cykelsti,P,København,615,"MULTILINESTRING ((12.590349187192137 55.65495724222858, 12.59193774866449 55.65493201280533))"
cykeldata_kk.fid-2b80431e_19460c4a556_6ddc,815,,,Eksisterende,Cykelsti,,København,616,"MULTILINESTRING ((12.555860592301658 55.64200158640349, 12.555443749048477 55.64201957152786))"
cykeldata_kk.fid-2b80431e_19460c4a556_6ddd,5240,,Planlagt i Cykelstiprioriteringsplan 2,Planlagt,Cykelsti,,København,617,"MULTILINESTRING ((12.590656855953402 55.69765044829566, 12.590654096539442 55.69774071154836, 12.590653773259413 55.69774863221738, 12.590638719665543 55.69812386623969, 12.59057763952753 55.6984796807613, 12.590502119654124 55.69881407222425, 12.59050146643537 55.69881696814793))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dde,2412,,,Eksisterende,Cykelsti,P,København,618,"MULTILINESTRING ((12.59193774866449 55.65493201280533, 12.59258173453815 55.654920243617674, 12.593133295202504 55.654925567375656, 12.593638424536508 55.65493791479612, 12.594193528695088 55.65497850377712))"
cykeldata_kk.fid-2b80431e_19460c4a556_6ddf,1841,,,Eksisterende,Cykelsti,P,København,619,"MULTILINESTRING ((12.55177454978562 55.68500510153821, 12.55185451809705 55.68515676047682, 12.552054932289531 55.68538860643535, 12.552177125931152 55.68553019318712, 12.55218227484672 55.68553606848749, 12.552230296179772 55.685591684916226, 12.552283470692007 55.68565146807628, 12.552288094568409 55.68565681907888, 12.553199003000284 55.68671249196615))"
cykeldata_kk.fid-2b80431e_19460c4a556_6de0,1316,,,Eksisterende,Cykelsti,,København,620,"MULTILINESTRING ((12.605492686441563 55.71654588042321, 12.609360813406525 55.722587099661276))"
cykeldata_kk.fid-2b80431e_19460c4a556_6de1,2111,,,Eksisterende,Cykelsti,,København,621,"MULTILINESTRING ((12.585518604863568 55.707987328662696, 12.584570480880386 55.707986266625255, 12.583743226011 55.70798402609446))"
cykeldata_kk.fid-2b80431e_19460c4a556_6de2,1427,,,Eksisterende,Cykelsti,,København,626,"MULTILINESTRING ((12.640372003705194 55.650867937257814, 12.640431589229545 55.65073699275061))"
cykeldata_kk.fid-2b80431e_19460c4a556_6de3,1696,,,Eksisterende,Cykelsti,,København,629,"MULTILINESTRING ((12.616751712449872 55.65645147494838, 12.616751739713987 55.6564514345693, 12.617350493051037 55.65556463926045, 12.617353953177009 55.65555950266986))"
cykeldata_kk.fid-2b80431e_19460c4a556_6de4,1698,,,Eksisterende,Cykelsti,,København,630,"MULTILINESTRING ((12.615488420387644 55.65835365579932, 12.615681219556144 55.65806235260643, 12.615843840067276 55.65781356358016, 12.616561210294282 55.656736239454645, 12.61674985979483 55.656454136752224, 12.616749867913335 55.65645412508795, 12.616751712449872 55.65645147494838))"
cykeldata_kk.fid-2b80431e_19460c4a556_6de5,2858,,,Eksisterende,Cykelsti,,København,631,"MULTILINESTRING ((12.601130220755818 55.65178282966492, 12.599914712665484 55.65065458953521, 12.599816234174838 55.65053585368695, 12.599789077501475 55.65050311064951, 12.599040501227904 55.64960531878683))"
cykeldata_kk.fid-2b80431e_19460c4a556_6de6,2473,,,Eksisterende,Cykelsti,,København,632,"MULTILINESTRING ((12.482518806527324 55.71816342280599, 12.482347550826937 55.71820496117307, 12.481967361013337 55.71829710721237, 12.481294800392684 55.71846020557608, 12.480227510146177 55.71871899950089, 12.479321122569036 55.71893868501801, 12.479321046999686 55.71893870333374, 12.479311797118433 55.718941033242864))"
cykeldata_kk.fid-2b80431e_19460c4a556_6de7,2889,,,Eksisterende,Cykelsti,,København,633,"MULTILINESTRING ((12.477206692245806 55.71568544140568, 12.477810124635976 55.7168288935681, 12.477851380868037 55.71690721803496, 12.477695122399366 55.71698402009816))"
cykeldata_kk.fid-2b80431e_19460c4a556_6de8,3526,,,Eksisterende,Cykelsti,,København,634,"MULTILINESTRING ((12.514227982028741 55.70648887437757, 12.514280198916408 55.706640950872455, 12.514547307998436 55.707162541578754, 12.514599546089963 55.70726714530231))"
cykeldata_kk.fid-2b80431e_19460c4a556_6de9,2396,,,Eksisterende,Cykelsti,P,København,635,"MULTILINESTRING ((12.512328773076241 55.70622208617944, 12.512146202640945 55.706196637329356, 12.51143954787918 55.70609631525036))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dea,2405,,,Eksisterende,Cykelsti,P,København,636,"MULTILINESTRING ((12.515663491116394 55.70668776796828, 12.515466844414757 55.706842061042614, 12.515292741126046 55.706951543592204, 12.515186911031494 55.70701444781847, 12.515055802358741 55.70707807628713, 12.514747840941169 55.70720628384302, 12.514599413925184 55.70726717169652))"
cykeldata_kk.fid-2b80431e_19460c4a556_6deb,5246,,,Eksisterende,Cykelsti,,København,637,"MULTILINESTRING ((12.509614038535451 55.66584759054424, 12.509406052114782 55.66508569096993, 12.509237327327826 55.664348012589194))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dec,5247,,,Eksisterende,Cykelsti,,København,638,"MULTILINESTRING ((12.49357807367023 55.68387384479972, 12.494308465162169 55.683108019179215, 12.494403919212928 55.6830398526854))"
cykeldata_kk.fid-2b80431e_19460c4a556_6ded,5248,,,Eksisterende,Cykelsti,,København,639,"MULTILINESTRING ((12.583360504481954 55.717071467527475, 12.581402257397574 55.716874098733314, 12.580625793610343 55.71681588630191, 12.58055560971831 55.71664007831117))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dee,3766,19,Valbyruten,Eksisterende,Cykelsti,,København,640,"MULTILINESTRING ((12.507844026420575 55.65736535399608, 12.508348444796196 55.65719258341533, 12.508453789116583 55.65713989864432, 12.508560212321807 55.65706152922576, 12.50864552838642 55.65701160079401, 12.508931266474898 55.65689262015153, 12.508975295446836 55.656866797830816, 12.50901468019737 55.656821458805915, 12.50902177463274 55.656792872936514, 12.509017544980802 55.656756423870476, 12.508932658646687 55.65645537612117, 12.508917873121728 55.6564088585677, 12.508891787921822 55.65637631002655, 12.508879208498143 55.656365207814325, 12.508832316052974 55.656326704964094, 12.508796357574646 55.656291709895, 12.508781621032762 55.656245736748666, 12.508796248831484 55.65619346487788, 12.508796248831485 55.65619346487788))"
cykeldata_kk.fid-2b80431e_19460c4a556_6def,5241,,,Eksisterende,Cykelsti,,København,641,"MULTILINESTRING ((12.536721839986768 55.64821704809666, 12.535678914487283 55.64721389876992, 12.535183209523707 55.646739798918354))"
cykeldata_kk.fid-2b80431e_19460c4a556_6df0,3801,,,Eksisterende,Cykelsti,,København,642,"MULTILINESTRING ((12.535017045935737 55.66314088372389, 12.535063662233123 55.66361039550452, 12.535243670698579 55.664268621345066, 12.535286492473508 55.66449215749695, 12.535296784803593 55.66556817780964, 12.535188793756832 55.665690066521))"
cykeldata_kk.fid-2b80431e_19460c4a556_6df1,5249,,,Eksisterende,Cykelsti,,København,643,"MULTILINESTRING ((12.569815205335313 55.62272915433843, 12.571977677129277 55.62246184231679, 12.574002417683502 55.62220666852579))"
cykeldata_kk.fid-2b80431e_19460c4a556_6df2,5250,,,Eksisterende,Cykelsti,,København,644,"MULTILINESTRING ((12.574002417683502 55.62220666852579, 12.574005664932375 55.62220625925245))"
cykeldata_kk.fid-2b80431e_19460c4a556_6df3,5251,,,Eksisterende,Cykelsti,,København,645,"MULTILINESTRING ((12.574005664932375 55.62220625925245, 12.574046540063701 55.62220110746762, 12.57623095409556 55.621914897234284))"
cykeldata_kk.fid-2b80431e_19460c4a556_6df4,1991,,,Eksisterende,Cykelsti,,København,646,"MULTILINESTRING ((12.565604188921204 55.68600454732428, 12.565303451522496 55.686122069209006))"
cykeldata_kk.fid-2b80431e_19460c4a556_6df5,3043,,,Eksisterende,Cykelsti,P,København,647,"MULTILINESTRING ((12.562437101018618 55.67756036048303, 12.560781769041133 55.67770673552276))"
cykeldata_kk.fid-2b80431e_19460c4a556_6df6,1580,,,Eksisterende,Cykelsti,P,København,648,"MULTILINESTRING ((12.563592735824749 55.67968329377789, 12.563831444644832 55.680006669534315, 12.563834143276871 55.68001036687073, 12.564017954591696 55.680259349503764))"
