FID,id,rute_nr,rutenavn,status,kategori,under_kategori,kommune,ogc_fid,wkb_geometry
cykeldata_kk.fid-2b80431e_19460c4a556_7854,5187,,oelstykke - Hilleroed (Overdrevsvej),Planlagt,Supercykelsti,,Frederikssund,3295,"MULTILINESTRING ((12.163979781108113 55.825414159836996, 12.163668499982885 55.82607173356649, 12.1635363999829 55.82635083356611, 12.163162999982905 55.82844313356334, 12.163156399982919 55.82884623356271, 12.163430999982898 55.83050903268423, 12.163843999982877 55.83132603268305, 12.16468199998283 55.83274583355703, 12.165679099982782 55.833885833555215, 12.166255399982763 55.834451733554324, 12.168092599982693 55.83628463355141, 12.16939749998262 55.837572033549456, 12.170313260468475 55.83848730761719, 12.171510399982528 55.83966863354613, 12.172025543752234 55.84018304503406, 12.173830999982394 55.84197723354246, 12.174445799982383 55.84239793354176, 12.174617799982371 55.842531533541546, 12.174787399982357 55.84272583354126, 12.174891402852918 55.842840343803125, 12.174693399982383 55.84292953354098, 12.174392499982387 55.84310183354081, 12.17421789998238 55.843268533540574, 12.17417619337429 55.843314508664484, 12.173946858755102 55.84356731267845, 12.17380649998241 55.84372203354004, 12.173392664593965 55.84395829196261, 12.173161899982428 55.84409003353966, 12.172609399982468 55.844314533539425, 12.172398299982465 55.844419133539326, 12.172286199982484 55.8445172335392, 12.17220319998249 55.84474923353891, 12.172191914180987 55.84479635714698, 12.172068099982473 55.8453133335381, 12.171897799982501 55.84562623353769, 12.171897799982503 55.84562623353771, 12.171811499982503 55.84579773353748, 12.171771899982492 55.84625073353686, 12.171781199982506 55.84651123353652, 12.171942199982485 55.8470028335358, 12.172124899982471 55.84736163353524, 12.172357199982478 55.84764233353479, 12.172611399982447 55.84796443353434, 12.172683699982455 55.84815293353404, 12.173161799982422 55.85352923352644, 12.17328689998242 55.85505033352429, 12.173178607237169 55.85590111075996, 12.173001499982428 55.856910033521764, 12.17304659998243 55.85739283352108, 12.173159199982422 55.857705933520585, 12.17336654661327 55.858069108090206, 12.173518599982415 55.858308133519685, 12.173795399982383 55.85859613351926, 12.174505699982346 55.85907283351847, 12.176184699982262 55.860030233516795, 12.177341299982222 55.86079083351557, 12.17797609998218 55.861285233514735, 12.178188899982176 55.861546533514314, 12.178443199982171 55.86208043351355, 12.178533038322993 55.86234734954793, 12.178754299982167 55.8630047335122, 12.17889699998215 55.86359353351135, 12.179033299982127 55.86418163351048, 12.179065499982125 55.86448583351007, 12.17904929998214 55.8648439335096, 12.17898279998216 55.86503853350929, 12.178666299982146 55.865375633508904, 12.178449899982176 55.86551993350873, 12.178117399982188 55.865751833508476, 12.17924309998214 55.866273133507526, 12.183703599981916 55.86820543350401, 12.186264899981785 55.86927953350204, 12.187826799981703 55.869924933500855, 12.189169499981647 55.87068023349955, 12.189756899981605 55.87128783349861, 12.190474899981586 55.87175533349779, 12.190867999981563 55.87218443349712, 12.191093245115512 55.87250546463987))"
cykeldata_kk.fid-2b80431e_19460c4a556_7855,5151,C81,oerestadsruten,Planlagt,Supercykelsti,,København,3361,"MULTILINESTRING ((12.577380983575576 55.71663902377061, 12.577038783266138 55.71891095972581, 12.577348499950515 55.7216643336095, 12.577647351052427 55.722726453227835), (12.577468189194777 55.72371493194501, 12.577187286847744 55.72454799433928, 12.576684999950592 55.72584233360389, 12.576469599950617 55.72618983360352, 12.576221546948412 55.72669671357746, 12.575847399950694 55.727461233601964, 12.575854299950675 55.72772463360157, 12.575854299950679 55.727724633601575, 12.575917069127613 55.72799898594453, 12.576174115894084 55.7286404351542, 12.576305282143357 55.72897698472777))"
cykeldata_kk.fid-2b80431e_19460c4a556_7856,5186,,oelstykke - Hilleroed (Overdrevsvej),Planlagt,Supercykelsti,,Hillerød,3296,"MULTILINESTRING ((12.191093245115512 55.87250546463987, 12.19181999998153 55.873541233495104, 12.19254609998147 55.87430843349387, 12.19328719998144 55.8749438334928, 12.193803899981427 55.875299033492226, 12.19517530911446 55.876044790599074, 12.197063194491601 55.87695701032553, 12.201264099981055 55.87895403348572, 12.202582699980969 55.87978253348431, 12.203167044147479 55.88022604819537, 12.2038107999809 55.88078763348266, 12.204059066217528 55.88105863266615, 12.20444369487021 55.88153197202411, 12.20459509998087 55.8817397334812, 12.204960299980842 55.88228133348038, 12.205242599980846 55.88286073347948, 12.205446199980836 55.88339853347871, 12.205589099980807 55.88396963347789, 12.205635499980826 55.884498133477116, 12.205648699980816 55.885129733476205, 12.205520465345229 55.88600324695317, 12.205407099980842 55.88748643347298, 12.205362399980826 55.88808393347215, 12.205503636962723 55.88917708958167, 12.205724716167326 55.889849642504984, 12.2060292786456 55.890440552575086, 12.206526799980752 55.89121793346752, 12.207350499980722 55.89201163346629, 12.207900699980698 55.8924159334656, 12.209040599980645 55.89316703346438, 12.209628299980608 55.893506433463756, 12.210730999980537 55.89398993346284, 12.213171199527345 55.89480058346442, 12.221597599979965 55.89753053345582, 12.226318299979715 55.89902633345278, 12.228492431983554 55.899534371252074, 12.238403199979055 55.901858033446445, 12.241575299978873 55.90254833344484, 12.24227779997885 55.90264623344457, 12.243025799978811 55.9027119334443, 12.244067854464856 55.90278927750817, 12.244893727329597 55.90286284073143, 12.245532099978654 55.902918833443515, 12.247465799978569 55.90329163344265, 12.249819102068061 55.90377860722565, 12.26188845811696 55.90623100944834, 12.263445302347671 55.90647644124124, 12.264529979141273 55.90656781594243, 12.265286095810927 55.90660726598341, 12.267813299977373 55.90667533343372, 12.26945129997729 55.90666393343339, 12.270481963224702 55.906624907295914, 12.277512347713875 55.906351988033705, 12.280178099976615 55.90625123343169, 12.283890566664935 55.90611101734646, 12.28422279983705 55.90609737417385, 12.285609810973776 55.906040416437065, 12.287673680079243 55.90599039011315, 12.28939399997605 55.905951433430126, 12.291969624604349 55.90596331621645, 12.293460768849696 55.905975393345024, 12.297628367890505 55.90610475129754, 12.300555197876427 55.906275399769584, 12.302319899975252 55.90641913342667, 12.303688454451082 55.90658137709331, 12.305193874779448 55.90687294097494, 12.305866899975001 55.907015733425034, 12.306482400609932 55.90720288264099, 12.307739799974879 55.90758993342386, 12.309053353289622 55.90814465323135, 12.309971099974744 55.90860623342194, 12.310854099974687 55.90913353342098, 12.311932175601802 55.90991927403269, 12.312441094879398 55.9103570747884, 12.313335911325366 55.91104997956934, 12.314409531573284 55.91198560896561, 12.316946305274046 55.91406574722266, 12.318226616057363 55.91503131069033, 12.319292076596211 55.91580521530182, 12.31964262751106 55.91606159952862, 12.320991964185673 55.91688294290632), (12.320991964185673 55.91688294290632, 12.320991964187272 55.91688294290729), (12.32056995457077 55.91662896236738, 12.320991964185673 55.91688294290632), (12.320991964185673 55.91688294290632, 12.324495354363547 55.91899122152304, 12.3264872999736 55.92012833340203, 12.327301965226443 55.92055138357634, 12.327985999973498 55.9208600334007, 12.328856999973448 55.92117553340006, 12.332379199973213 55.92249183339739, 12.340945037086305 55.92617831695399, 12.348255813140021 55.92950467931639, 12.34925964551079 55.929952647849504, 12.360334928585825 55.93517401278454))"
cykeldata_kk.fid-2b80431e_19460c4a556_7857,5188,,oelstykke - Hilleroed (Overdrevsvej),Planlagt,Supercykelsti,,Egedal,3297,"MULTILINESTRING ((12.164024388902254 55.793128137963315, 12.1642587999829 55.79362013361161, 12.164373189206193 55.79388876626069, 12.164645199982877 55.794616233610185, 12.164978299982847 55.79631923360773, 12.165066199982862 55.79874653360436, 12.165055577108719 55.8019685153136, 12.165065504338077 55.80493413370805, 12.165052999982844 55.8100240327123, 12.165307999982835 55.811039032710845, 12.165774999982808 55.81253603270871, 12.16560399998281 55.814682032705754, 12.165666440342129 55.81900134250669, 12.165670799982797 55.81946493357532, 12.16554739998281 55.82083333357344, 12.165145916359085 55.822611701283016, 12.164827299982852 55.823508733569845, 12.164194085230516 55.82496143479019, 12.163979781108113 55.825414159836996))"
cykeldata_kk.fid-2b80431e_19460c4a556_7858,5189,,Roskilde - oelstykke,Planlagt,Supercykelsti,,Roskilde,3298,"MULTILINESTRING ((12.094603799985933 55.64057163383548, 12.094603799985917 55.64068693383535, 12.092458637719497 55.64052034533955, 12.092496099986006 55.64072913383561, 12.092540299985995 55.64098853383524, 12.092682599985991 55.64144403383463, 12.092688099985995 55.641551033834425, 12.091794320456502 55.642896723042014, 12.090858399986066 55.64451613383066, 12.08926999998612 55.64726203294884, 12.08900949998613 55.64771613382655, 12.088728999986138 55.64805503294781, 12.088308099986161 55.64838163382572, 12.0875681091709 55.64884411734607, 12.085830099986234 55.64981073382416, 12.085557299986245 55.649929533824015, 12.084963799986278 55.650061533823944, 12.084691251541164 55.65006146963539, 12.084753099986278 55.65022153382376, 12.085685399986232 55.6522342338208, 12.087004206652185 55.655058565380926, 12.087831910571616 55.65689976017067, 12.08882697025427 55.65903339494454, 12.089031799986115 55.65946493381032, 12.089252499986111 55.65982253380981, 12.089960810329078 55.660860647654516, 12.090168199986069 55.66133153380754, 12.09025409998606 55.66167043380707, 12.090379499986076 55.66297913380527, 12.090346799986051 55.663356833804706, 12.09019379998606 55.663838833804064, 12.0899312999861 55.664773133802825, 12.08982449998607 55.665453333801906, 12.08990999998609 55.66572603380151, 12.090407399986066 55.6665825338003, 12.090671999986045 55.66723203292128, 12.091628999986007 55.66954403291793, 12.092525999985975 55.671079032915706, 12.093172999985955 55.671647032914805, 12.094149999985914 55.672012032914154, 12.095768099985845 55.67246333379127, 12.095906999985843 55.672454032913265, 12.095605699985837 55.67341893378998, 12.095257879772754 55.67474334879811, 12.095386699985852 55.6760471337864, 12.095687099985856 55.67693763378509, 12.09700906718502 55.67900727106221, 12.098236299985748 55.68072213377945, 12.098848699985723 55.68181173377785, 12.099325999985698 55.682961433776214, 12.099801999985688 55.68467103289591, 12.100559604000578 55.68596061368265, 12.101822399985613 55.68764693376931, 12.10306989998556 55.68999813376586, 12.1041328999855 55.692324733762504, 12.105086899985475 55.69386343376014, 12.10772059998536 55.697887733754186, 12.10812955835645 55.698317669818834, 12.108936499985315 55.6990503337524, 12.109671511845326 55.69969175301864, 12.1117683999852 55.701521533748505, 12.113194399985153 55.702804533746445, 12.114018700018287 55.704010533140746, 12.11436779998511 55.70495093374329, 12.114653389000397 55.70618981015151, 12.114942199985075 55.70710703374024, 12.115738999985041 55.70845903286064, 12.115981799985045 55.70909263373733, 12.116067599985023 55.70951813373668, 12.115841026026903 55.71045059072195, 12.115732199985041 55.710777533735005, 12.114961999985072 55.71169103285634, 12.114086196279837 55.71273754437261, 12.112599399985173 55.71437983373053, 12.11225609998517 55.71517753372948, 12.112205299985167 55.7156637337288, 12.112192399985167 55.71653973372759, 12.112329699985175 55.71709083372682, 12.112599399985156 55.71778833372579, 12.113258969439505 55.71870011103906, 12.113691499985098 55.71929803372354, 12.11431785629144 55.71999027270429, 12.115348999985049 55.72088103284367, 12.11603259998503 55.721389933720246, 12.118698299984903 55.72301773371756, 12.11968039998487 55.72385523371622, 12.12072062238352 55.72516066728918, 12.122530999984754 55.72765903283315, 12.123547799984703 55.728982333708515, 12.124340999984677 55.7298030328299, 12.125384599984649 55.7307416337058, 12.125899499984607 55.731326333704814, 12.126328699984597 55.731983633703855, 12.126749999984577 55.732954032825155, 12.127319299984562 55.734391633700334, 12.127735577499276 55.736130059225644, 12.127957599984533 55.7372210336963, 12.12793639998452 55.73835163369475, 12.127977517157545 55.739060956671054, 12.128142116975756 55.73997194558299, 12.128499499984486 55.74206863368952, 12.128516599984497 55.74250353368891, 12.12834569998449 55.74412183368666, 12.127922785924923 55.74597308320943, 12.127532103441187 55.74753868352253, 12.127461699984538 55.74772583368182, 12.127195599984544 55.748083333681365, 12.12654499998457 55.74873003280349, 12.126101699984586 55.749278833679895, 12.125859999984595 55.749867032802044, 12.125850399984595 55.75056983367816, 12.125944999984593 55.75093603280055, 12.125982499984577 55.75112473367732, 12.126217283460537 55.75169269929146, 12.126680499984563 55.752498833675325, 12.12708389998455 55.75301713367449, 12.129350104710836 55.755124911900594, 12.133060699984304 55.75771113366697, 12.134246422291248 55.758339311009244, 12.134997635085709 55.75864050382204, 12.136036948056466 55.75899536584158, 12.137486202225416 55.75955353840884))"
cykeldata_kk.fid-2b80431e_19460c4a556_7859,5190,,Roskilde - oelstykke,Planlagt,Supercykelsti,,Egedal,3299,"MULTILINESTRING ((12.137486202225416 55.75955353840884, 12.137642499984107 55.75961373366357, 12.138325999984067 55.760014032785946, 12.139382365941602 55.76085591899524, 12.140400999983978 55.76220003278258, 12.143078999983864 55.76544203277766, 12.143757299983825 55.76655153365285, 12.144418033859775 55.76808529132509, 12.144712867376416 55.768759909741064, 12.14501242492071 55.7694453116086, 12.145071421681031 55.76955942668827, 12.145372199983754 55.77014993364759, 12.146221835346928 55.77160613221952, 12.14706309998367 55.77300923364333, 12.14752799998366 55.77350503276577, 12.14851189998362 55.77427843364129, 12.149410699983582 55.77475533364048, 12.150342099983547 55.775273733639565, 12.15108789998351 55.77583603363869, 12.151733199983484 55.77650233363766, 12.152194522590055 55.777121881635416, 12.15285801252492 55.7780456585868, 12.154029256262174 55.77981228785514, 12.154865699983327 55.78136193363037, 12.155408999983305 55.78223703362902, 12.156523764665696 55.78404883532246, 12.157856999983194 55.78589503274688, 12.15906400924305 55.78713911121192, 12.159926999983098 55.787984032743644, 12.161663957384421 55.789790350355865, 12.16265619998297 55.79094133361563, 12.162845699982958 55.791165433615284, 12.163389171526918 55.792027319130106, 12.16347203695428 55.7921614694631, 12.163873399982908 55.79281123361282, 12.164024388902254 55.793128137963315))"
cykeldata_kk.fid-2b80431e_19460c4a556_785a,5191,,Hilleroed - Helsingoer,Planlagt,Supercykelsti,,Helsingør,3300,"MULTILINESTRING ((12.527603399955657 56.00624803322774, 12.526311499955801 56.005845533228694, 12.524900799955969 56.00535023322987, 12.522261429645772 56.004380873868975, 12.519765064441122 56.003470622923004, 12.51744176451078 56.002584030167746, 12.515319476340293 56.00199848597681, 12.511966834698347 56.00107122081227, 12.510521699957529 56.00072293324066, 12.50962614746851 56.00058304741354, 12.508168842437666 56.00043004174628, 12.50315485105171 55.99995776860328, 12.502132902994706 55.999822951820754, 12.50107609995853 55.999639933245, 12.500332499958603 55.999472533245466, 12.499088407246933 55.99913644321978, 12.49544319995914 55.99809863324882, 12.49010304984539 55.99662713033996, 12.487459559826139 55.99593493967055, 12.486261799960062 55.99561923325494, 12.484965499960206 55.995322433255744, 12.483432064660285 55.99511197530355, 12.481694299960544 55.9949666332572, 12.480570699960628 55.99492613325754, 12.478921642311212 55.99492832557845, 12.475513094469608 55.99493220493051, 12.47425568883109 55.99489789634365, 12.473288979236878 55.994854898131685, 12.47214075803538 55.99474057084535, 12.471320767545263 55.99462636119407, 12.470787985447686 55.9945380755607), (12.527603399955657 56.00624803322772, 12.528249648887806 56.00648435376452, 12.52883809995552 56.00669953322674, 12.530436799955359 56.00732993322535, 12.537426499954549 56.00986813321962, 12.54124152542083 56.01125657224453, 12.544704076455226 56.012516540853056, 12.545524299953598 56.01281053321296, 12.549777399953117 56.01433493320948, 12.55206739995284 56.01519403320756, 12.555003999952495 56.01625603320513, 12.562035504462028 56.01879316529749, 12.563213399951515 56.01920213319838, 12.563682999951427 56.01939853319793, 12.564737722228484 56.01976951681054, 12.570073098855234 56.021678521961356, 12.570936245953607 56.02199709042111, 12.573145999950288 56.02259203319035, 12.573998399950174 56.022962533189606, 12.575871599949945 56.02347673318827, 12.576594199949842 56.02367513318776, 12.585506506876056 56.025942130065935, 12.590098499948132 56.0271380331784, 12.591250199947991 56.027485433177546, 12.593726358461264 56.02809729257875, 12.600200799946803 56.02971173317139, 12.60123079994667 56.02999273317064, 12.605196799946146 56.03102103316792, 12.605406499946115 56.03107243316772, 12.605592999946102 56.03121573316746, 12.606010999946033 56.031231233167276, 12.60668715813611 56.03138346369934, 12.60770789994581 56.03161913316613, 12.608114499945737 56.031669733165955, 12.608397099945723 56.03166133316587, 12.608612099945706 56.03167063316577, 12.609715999945543 56.031763733165235, 12.610013858971849 56.03182697721535, 12.610513264458678 56.03207298561198, 12.612921251218772 56.033160185427235, 12.614178599944935 56.033766033160916, 12.614393277627144 56.03390125096313, 12.614521399944895 56.03399813316048))"
cykeldata_kk.fid-2b80431e_19460c4a556_785b,5173,,Koege Bugt banesti,Planlagt,Supercykelsti,,Vallensbaek,3301,"MULTILINESTRING ((12.397935448794874 55.623698971271295, 12.397934238952113 55.62369898613055))"
cykeldata_kk.fid-2b80431e_19460c4a556_785c,4784,C94,Indre Ringrute,Planlagt,Supercykelsti,,København,3329,"MULTILINESTRING ((12.598503962667603 55.642497423794104, 12.6067236761961 55.64287896794746, 12.608951677129033 55.64308754679685, 12.61553357501972 55.64378577214872))"
cykeldata_kk.fid-2b80431e_19460c4a556_785d,4760,C95,Farumruten,Eksisterende,Supercykelsti,,Furesø,3319,"MULTILINESTRING ((12.425485032242573 55.77192749684749, 12.42493459996625 55.77214723358449, 12.423910361556342 55.772485743886755, 12.422474299966444 55.77286713358412, 12.415698389642783 55.774246714026035, 12.414084607148693 55.774584457179934, 12.412921674918087 55.77482325717853, 12.411376608513757 55.7752542051834, 12.409644659081774 55.77590356090232, 12.40652399905096 55.77761457532127, 12.40401247263369 55.77957763180585, 12.399637999968343 55.78353303269853, 12.396534275796727 55.78646312401287, 12.393673760861317 55.78895269052969, 12.390542963534894 55.79105524484025, 12.38910501467422 55.79229555337009, 12.38801079996924 55.79362913356411, 12.385791372712717 55.7977320581344, 12.384882499969498 55.79948933355671, 12.384326910694305 55.800164545403334, 12.38364063039895 55.800777773522036, 12.381915385891674 55.80204085204358, 12.381414348134378 55.80249864386366, 12.381056419048655 55.80308290993802, 12.380856999969795 55.80392003355153, 12.380920599969802 55.80513173354981, 12.380838699969813 55.805645033549126, 12.380576599969821 55.80616723354845, 12.38019668047361 55.806742796582746, 12.380034312534143 55.80695743506264, 12.378255655297409 55.808794814870865, 12.377726699970028 55.80936083354471, 12.377463999970049 55.80970443354432, 12.377278099970058 55.81000713354391, 12.3771283999701 55.81031963354356, 12.37603943033959 55.812977231940344))"
cykeldata_kk.fid-2b80431e_19460c4a556_785e,4761,C95,Farumruten,Eksisterende,Supercykelsti,,Gladsaxe,3320,"MULTILINESTRING ((12.487440786490355 55.72453892997758, 12.487440465821718 55.724539106122975, 12.484156999960835 55.72598003275486, 12.4793569999613 55.72817103275323, 12.47675592879646 55.72947107234385, 12.475316448221779 55.73017538820622, 12.46938621738932 55.73295298056757, 12.463914854752598 55.73605716212018, 12.460833126052746 55.73786364541354, 12.456586511432167 55.74093567607155, 12.449100999964129 55.74988003273183, 12.443659223501246 55.757392310708816, 12.441210999964824 55.76032603271962, 12.438214636250782 55.76238894712387, 12.43319157503853 55.76505889862918, 12.43095509996571 55.76680963359031, 12.430045299965812 55.76765453358935, 12.42760150916579 55.770637791921864, 12.42694539996606 55.77114463358533, 12.425566099966195 55.77189513358468, 12.425485032242573 55.77192749684749))"
cykeldata_kk.fid-2b80431e_19460c4a556_785f,5148,C89,oeresundsruten,Planlagt,Supercykelsti,,Rudersdal,3305,"MULTILINESTRING ((12.551073296964292 55.86222885386852, 12.552522065199822 55.861667336561986, 12.553236084871939 55.861357192281126, 12.554065599952958 55.86096743342329, 12.554267187757878 55.86090345835341, 12.555774359355626 55.86024232092821, 12.555938095555879 55.86011247703296, 12.556029864340445 55.86003970331074, 12.556478954774699 55.859924202299844, 12.556722031006528 55.85981973900792, 12.557685919869689 55.85918595365247, 12.558301099952489 55.85872703342506, 12.558323899952478 55.85866773342513, 12.55823369995249 55.85859553342527, 12.558000146451782 55.858560403125594, 12.55785859995253 55.85849963342552, 12.557853499952534 55.8584490334256, 12.558231099952502 55.857957633426174, 12.558703899952423 55.85704113342728, 12.55996249995228 55.85723393342662, 12.560171399952248 55.85700793342687, 12.56052628475402 55.85667200101079, 12.561103337781805 55.85593555777819, 12.561367034736735 55.85541664598072, 12.561670331749422 55.854765075697884, 12.56186519728165 55.85415066033337, 12.56191144120172 55.85389662169114, 12.56196229995206 55.852623033432415, 12.562539947210867 55.85263878806058, 12.562771828997102 55.8526334411323), (12.578012486411769 55.808405587883904, 12.577642891978655 55.80895123379599, 12.577156699950311 55.80967573348733, 12.5772899999503 55.809702133487264, 12.576377899950419 55.81100453348576, 12.575743602027456 55.81208241843558, 12.574598441909822 55.813934328891406, 12.573732589137952 55.81659041102464, 12.57352919995076 55.81693223347842, 12.573594999950734 55.817175733478074, 12.573535799950758 55.817307333477956, 12.573417399950758 55.818063833476884, 12.5733136281193 55.81836364706843, 12.57314604371184 55.81845779893552, 12.572475706082002 55.820560464608114, 12.57272708269319 55.82084682632792, 12.572441613492774 55.8234260308486, 12.572404399950875 55.82376223346929, 12.572113599950905 55.82380193346935, 12.57202099995092 55.82385393346927, 12.571985799950909 55.82392573346919, 12.571913299950921 55.824594833468275, 12.572022599950907 55.82471533346808, 12.572173899950903 55.82512983346746, 12.57207439995091 55.826480533465634, 12.571637784044698 55.8266206841671, 12.571386407433504 55.82748355127071, 12.57119319995099 55.82800433346378, 12.570430699951075 55.829385833462105, 12.568710622358594 55.83226067372183, 12.56785841939537 55.83366626044085, 12.567638399951418 55.83415673345633, 12.567285399951459 55.83473633345566, 12.567022499951502 55.835156233455166, 12.566423799951558 55.8361892334539, 12.565864299951633 55.8369102334531, 12.564172183461817 55.8397408085048, 12.56304687710493 55.84196167196774, 12.562913517276726 55.842968997147445, 12.562859216641932 55.843931715708024, 12.563109041990884 55.844176509532346, 12.563091730670353 55.84475048542333, 12.563109042395336 55.84546915676044, 12.562967770984942 55.845740308340815, 12.562763129894352 55.846824722265694, 12.562746330176601 55.84726239421749, 12.562934541359896 55.84757498198573, 12.5630036322805 55.84815729509752, 12.562777899951975 55.849742233436174, 12.562726684877706 55.85044439663754, 12.562714999951975 55.8509969334344, 12.562849995716444 55.851778969029354, 12.56278737063474 55.85250125174817, 12.562773156261985 55.852631832689994))"
cykeldata_kk.fid-2b80431e_19460c4a556_7860,5174,,Koege Bugt banesti,Planlagt,Supercykelsti,,Hvidovre,3306,"MULTILINESTRING ((12.487290043196245 55.630335247306284, 12.481687383428083 55.628911983947695, 12.477027960141239 55.62775741233695, 12.475025040628791 55.62742412760748, 12.471971854036365 55.627088334462414, 12.471971854036369 55.627088334462414, 12.467688030204238 55.626912291969816, 12.465158026609565 55.62684087251263, 12.463049690280668 55.626709936502344, 12.459823935697454 55.62630522243127, 12.454279011152448 55.62540055233663, 12.443210245425705 55.62244832572346, 12.442037523296902 55.622149772958885))"
cykeldata_kk.fid-2b80431e_19460c4a556_7861,5179,C77,Ishoejruten,Eksisterende,Supercykelsti,,Brøndby,3307,"MULTILINESTRING ((12.440724272368263 55.61718254777663, 12.44061704400838 55.617178780582655, 12.439935693675404 55.61715598531021, 12.439267212462974 55.61716251598672, 12.438400852401454 55.61716811984835, 12.43701820619221 55.617231515921, 12.435938658201724 55.61729370472121, 12.435006350617709 55.61735008753497, 12.433398057640437 55.61746822317089, 12.432100762596155 55.61759041379439, 12.430802872870235 55.6177400294329, 12.430046232649138 55.617827775871326, 12.429092646185566 55.617929309905115, 12.428339793737624 55.617991692078064, 12.428336764244477 55.61799177724436, 12.426969205639809 55.61805570038034, 12.426155729260286 55.61807293672781, 12.425403870674804 55.61807352754498, 12.42498634875479 55.61806264898577, 12.42475441241631 55.61805693063166, 12.424335761567605 55.618044577406444, 12.42384288150401 55.61802214151174, 12.423209430424986 55.61797628167128, 12.421896256743311 55.61787310104903, 12.421323763417783 55.617839846150964, 12.420844269803874 55.61781325136912, 12.420109984404121 55.61779691813909, 12.419200999971036 55.61779016917632, 12.418360237448717 55.6177960345585, 12.417445712960722 55.61780852754151, 12.416852015983414 55.61781692941586, 12.416073779470896 55.61782942520098, 12.415533139599923 55.61783338215588, 12.414974805794678 55.61783856768416, 12.414544024705629 55.61783889771167, 12.41405084667275 55.61785163331999, 12.413505753574748 55.61786233690414, 12.412455412436227 55.61791233963974, 12.411540802387778 55.61796224545568, 12.409192524672017 55.61806154113025, 12.407126371766779 55.61813893794977, 12.405604400456346 55.618193772422515, 12.403414575765305 55.61828178886413, 12.403412344883149 55.61828179833719))"
cykeldata_kk.fid-2b80431e_19460c4a556_7862,5200,,Farum - Rungsted,Planlagt,Supercykelsti,,Hørsholm,3308,"MULTILINESTRING ((12.479982371298833 55.87536314504039, 12.479708821282646 55.8749820707395), (12.499405499958966 55.878609433415285, 12.499206399958982 55.878580333415435, 12.498390299959075 55.878368733415925, 12.497389699959182 55.8782589334164, 12.494537999959466 55.877987733417605, 12.491190549233195 55.877441316173055, 12.488014919028517 55.876925580165874, 12.487561099960192 55.87683013342124, 12.486714499960279 55.87662683342179, 12.485976999960354 55.87639843342237, 12.485284799960416 55.87612593342286, 12.48445747207285 55.87574008402708), (12.481177627358427 55.875159118697646, 12.481148899960843 55.87516353342541, 12.479982371298826 55.87536314504036), (12.499405499958959 55.87860943341527, 12.499648003395416 55.87859814059825, 12.500282399958873 55.87855473341514, 12.500858699958819 55.87856913341498, 12.50178489995872 55.8786442334146, 12.50263159995863 55.87871413341423, 12.502965799958606 55.87876333341404, 12.506429809075364 55.87979547608337, 12.511894899957646 55.881413833407684, 12.514235345363135 55.882036376323704, 12.51742659995705 55.882846133404016, 12.51790039995699 55.88293993340377, 12.518206899956965 55.88298643340362, 12.518935799956894 55.88302353340331, 12.519624069467369 55.88299570302659, 12.52032079995675 55.88286843340313, 12.520741599956681 55.88276063340314, 12.521122599956659 55.88266213340318, 12.521780299956577 55.882557133403104, 12.52213479995655 55.882531133403035, 12.522847714964934 55.882543677016365, 12.524007654460044 55.88264203561928, 12.524711499956263 55.88276503340193, 12.525147299956215 55.8828511334017, 12.525674099956156 55.882975633401344, 12.526207499956104 55.883138233400935, 12.527019299956013 55.883427233400326, 12.527305899955968 55.8835081334001, 12.52781609995592 55.883582433399845, 12.52938913000418 55.883755437989386))"
cykeldata_kk.fid-2b80431e_19460c4a556_7863,5201,,Lynge - Istedroed (opkobling paa Isteroed - Hilleroed),Planlagt,Supercykelsti,,Hørsholm,3309,"MULTILINESTRING ((12.4548809597258 55.88266407971652, 12.453754799963452 55.881903033423676, 12.45161559996365 55.880452733426296, 12.450705799963748 55.879797933427426, 12.449504399963844 55.87886803342906, 12.449171899963876 55.87864513342951, 12.448610699963933 55.87832003343009, 12.448151099963974 55.87810103343052, 12.44722499996407 55.87773573343128, 12.445158099964251 55.87705043343281, 12.443733199964393 55.87668123343372, 12.442716999964473 55.87650403255873, 12.441389199964597 55.87626533343492, 12.440347106450472 55.87600830633177, 12.439580899964744 55.87576913343611, 12.438623363359376 55.87538092171119, 12.437065683986285 55.874694264483075, 12.436096099965075 55.874320733439056, 12.435345499965132 55.874092733439554, 12.434386112535211 55.87387537275873, 12.433527971310381 55.87373202693049, 12.432516099965405 55.873622033441016, 12.43028289996559 55.87344843344183, 12.428155899965777 55.873308533442604, 12.425637424950985 55.87337752181719, 12.417498099966696 55.87370113344484, 12.415421899966882 55.87378923344529, 12.414442699966965 55.8738021334455, 12.412968918964202 55.8737689387049, 12.409055328517422 55.87364586156135))"
