ogc_fid,geo_point_2d,anne_maj,lametro,type,name,geo_shape,geometry
1574,"45.212,5.65642",2018.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.65642,45.212],[5.65676,45.21205],[5.6569,45.21208],[5.65704,45.21212],[5.65711,45.21214]]}","LINESTRING (629669.7941128885 5654958.52206395, 629707.6427397582 5654966.422831723, 629723.2274684693 5654971.163295722, 629738.8121971803 5654977.483918275, 629746.6045615359 5654980.64423122)"
1575,"45.21068,5.65649",2018.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.65649,45.21068],[5.65642,45.21077],[5.6564,45.21082],[5.65596,45.21185]]}","LINESTRING (629677.586477244 5654749.944306866, 629669.7941128885 5654764.165363799, 629667.5677230726 5654772.065960709, 629618.5871471236 5654934.819802303)"
1557,"45.17224,5.75187",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.75187,45.17224],[5.75149,45.17136],[5.75076,45.17041],[5.75047,45.16998]]}","LINESTRING (640295.2395091065 5648678.028870131, 640252.938102605 5648539.0736025, 640171.6748743259 5648389.067484898, 640139.3922219959 5648321.170801589)"
1558,"45.1781,5.74736",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.74736,45.1781],[5.74733,45.17759],[5.74748,45.17684]]}","LINESTRING (639793.1886056287 5649603.399387822, 639789.849020905 5649522.859945198, 639806.546944524 5649404.4208988035)"
2198,"45.18749,5.75823",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.75823,45.18749],[5.75798,45.18669]]}","LINESTRING (641003.2314705517 5651086.401585554, 640975.4015978533 5650960.04468795)"
1607,"45.20907,5.6576",2018.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.6576,45.20907],[5.65764,45.20901],[5.65772,45.20895],[5.65815,45.20862],[5.65819,45.20857],[5.65821,45.20853],[5.6582,45.20845],[5.65817,45.20837],[5.65813,45.20831],[5.65811,45.20827],[5.6581,45.20822],[5.6581,45.20816],[5.6581,45.20809],[5.65812,45.20805],[5.65808,45.20802]]}","LINESTRING (629801.1511120246 5654495.549201324, 629805.6038916563 5654486.068777563, 629814.5094509198 5654476.588363803, 629862.3768319609 5654424.446266883, 629866.8296115926 5654416.545975557, 629869.0560014085 5654410.225747497, 629867.9428065006 5654397.585304709, 629864.6032217768 5654384.944879702, 629860.150442145 5654375.464572611, 629857.924052329 5654369.14437344, 629856.8108574211 5654361.244130728, 629856.8108574211 5654351.76384864, 629856.8108574211 5654340.703532174, 629859.037247237 5654334.383357449, 629854.5844676053 5654329.643229322)"
1597,"45.21969,5.66103",2019.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.66103,45.21969],[5.66194,45.21998],[5.66352,45.22042],[5.66464,45.22073],[5.66568,45.22102],[5.66599,45.22108],[5.66617,45.22109],[5.66662,45.2211],[5.66674,45.22108],[5.66679,45.22105]]}","LINESTRING (630182.9769654454 5656173.741775526, 630284.2777020674 5656219.572522648, 630460.1624975208 5656289.109275019, 630584.8403272092 5656338.101400956, 630700.6125976342 5656383.932986401, 630735.1216397801 5656393.415412576, 630755.1591481229 5656394.99581791, 630805.2529189799 5656396.576223526, 630818.6112578751 5656393.415412576, 630824.1772324147 5656388.674198236)"
1598,"45.21246,5.79865",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.79865,45.21246],[5.79879,45.21213],[5.79928,45.21165],[5.79921,45.21146],[5.79945,45.21136]]}","LINESTRING (645502.7652884158 5655031.209389471, 645518.3500171269 5654979.064074609, 645572.8965676157 5654903.216884016, 645565.10420326 5654873.1942145815, 645591.8208810504 5654857.392849902)"
1599,"45.20854,5.66231",2018.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.66231,45.20854],[5.66067,45.20803],[5.66052,45.20796],[5.66029,45.2079],[5.66016,45.20789],[5.65974,45.20782],[5.65957,45.20779],[5.65932,45.20781],[5.65827,45.20805],[5.65812,45.20805]]}","LINESTRING (630325.4659136608 5654411.805804094, 630142.9019487599 5654331.223271754, 630126.204025141 5654320.162980567, 630100.6005422585 5654310.6827418115, 630086.1290084554 5654309.102702991, 630039.3748223222 5654298.042439026, 630020.4505088874 5654293.3023300655, 629992.620636189 5654296.4624024285, 629875.7351708561 5654334.383357449, 629859.037247237 5654334.383357449)"
1577,"45.19307,5.7678",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.7678,45.19307],[5.76774,45.19416]]}","LINESTRING (642068.5589974433 5651967.790342462, 642061.8798279957 5652139.971353487)"
1579,"45.21868,5.66513",2018.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.66513,45.21868],[5.66539,45.21869],[5.66551,45.21875],[5.66559,45.2188],[5.66572,45.21892],[5.66594,45.21917],[5.66613,45.21943],[5.66625,45.21965],[5.66651,45.22003],[5.66661,45.22017],[5.66689,45.22056],[5.66699,45.2207],[5.66701,45.22077],[5.667,45.22084],[5.66697,45.22091],[5.66689,45.22098],[5.66679,45.22105]]}","LINESTRING (630639.3868776979 5656014.126170611, 630668.3299453042 5656015.706509238, 630681.6882841995 5656025.188546835, 630690.5938434628 5656033.090252478, 630705.0653772659 5656052.054374367, 630729.5556652405 5656091.563090185, 630750.7063684912 5656132.65233891, 630764.0647073863 5656167.42031151, 630793.0077749926 5656227.474399226, 630804.1397240721 5656249.599690612, 630835.309181494 5656311.234718171, 630846.4411305734 5656333.360215803, 630848.6675203893 5656344.42298505, 630847.5543254813 5656355.485767916, 630844.2147407575 5656366.548564403, 630835.309181494 5656377.61137451, 630824.1772324147 5656388.674198236)"
1580,"45.21193,5.66288",2018.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.66288,45.21193],[5.66342,45.21219],[5.66399,45.21251],[5.66433,45.21267],[5.66458,45.21277],[5.66482,45.21287],[5.66523,45.21304],[5.66592,45.2133],[5.66609,45.21337],[5.66637,45.21349],[5.66648,45.21355],[5.66652,45.21357],[5.66656,45.21359],[5.66661,45.21363],[5.66664,45.21367],[5.66668,45.2138],[5.66667,45.21393],[5.66648,45.21452],[5.66591,45.21612],[5.66582,45.21635],[5.66558,45.21688],[5.6655,45.21701],[5.66532,45.21725],[5.6653,45.21731],[5.66528,45.21744],[5.66529,45.2176],[5.66528,45.2177],[5.66521,45.21789],[5.66517,45.21801],[5.66515,45.21833],[5.66518,45.21848],[5.66518,45.21854],[5.66517,45.2186],[5.66513,45.21868]]}","LINESTRING (630388.918023413 5654947.461000735, 630449.0305484415 5654988.545018442, 630512.4826581936 5655039.1102211485, 630550.3312850633 5655064.392929195, 630578.1611577616 5655080.194657843, 630604.877835552 5655095.996414277, 630650.5188267772 5655122.859463979, 630727.3292754246 5655163.944283551, 630746.2535888595 5655175.00561322, 630777.4230462816 5655193.967924329, 630789.6681902688 5655203.449094888, 630794.1209699006 5655206.609487297, 630798.5737495322 5655209.769880817, 630804.1397240721 5655216.090671194, 630807.4793087958 5655222.411466015, 630811.9320884276 5655242.954079887, 630810.8188935196 5655263.496740718, 630789.6681902688 5655356.729406993, 630726.2160805167 5655609.568624644, 630716.1973263453 5655645.914847001, 630689.4806485549 5655729.669745175, 630680.5750892914 5655750.213518666, 630660.5375809487 5655788.140608503, 630658.3111911328 5655797.622405973, 630656.084801317 5655818.166334818, 630657.1979962249 5655843.451234793, 630656.084801317 5655859.2543334095, 630648.2924369613 5655889.280297344, 630643.8396573296 5655908.244115733, 630641.6132675137 5655958.814493766, 630644.9528522376 5655982.519456438, 630644.9528522376 5655992.001459015, 630643.8396573296 5656001.483471601, 630639.3868776979 5656014.126170611)"
1774,"45.22,5.69142",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.69142,45.22],[5.69167,45.21976],[5.69203,45.21937],[5.6925,45.21883],[5.69279,45.2185],[5.69304,45.21817],[5.69311,45.21809],[5.69514,45.21581],[5.6955,45.21539],[5.69593,45.21498],[5.69623,45.21476],[5.69683,45.21442],[5.69739,45.21419],[5.69786,45.214],[5.69875,45.21366],[5.6992,45.21343],[5.69975,45.21308],[5.70024,45.21265]]}","LINESTRING (633565.9762906531 5656222.733272445, 633593.8061633514 5656184.804348256, 633633.881180037 5656123.170187912, 633686.2013407098 5656037.831279198, 633718.4839930398 5655985.680122852, 633746.3138657381 5655933.529269176, 633754.1062300937 5655920.88668356, 633980.0847964041 5655560.580470586, 634020.1598130896 5655494.209849164, 634068.0271941307 5655429.419953454, 634101.4230413687 5655394.654836134, 634168.2147358448 5655340.927192087, 634230.553650689 5655304.582203262, 634282.8738113617 5655274.5581929255, 634381.9481581678 5655220.831266892, 634432.0419290249 5655184.486763774, 634493.267648961 5655129.180193226, 634547.8141994497 5655061.232586798)"
1771,"45.24275,5.67059",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.67059,45.24275],[5.66953,45.24232],[5.66886,45.24205],[5.66851,45.2419],[5.66819,45.24173],[5.66782,45.2415],[5.66762,45.24137],[5.66745,45.24124],[5.66724,45.24106],[5.66709,45.24092],[5.66692,45.24076],[5.66668,45.2405],[5.66635,45.24022],[5.66625,45.24013],[5.66619,45.24011]]}","LINESTRING (631247.1912974291 5659818.806378207, 631129.1926371884 5659750.823295804, 631054.6085783568 5659708.136507038, 631015.6467565793 5659684.4217120465, 630980.0245195254 5659657.54502008, 630938.8363079318 5659621.182564836, 630916.5724097731 5659600.629937856, 630897.6480963383 5659580.077357904, 630874.2710032717 5659551.620017143, 630857.5730796527 5659529.486592216, 630838.6487662179 5659504.191316225, 630811.9320884276 5659463.086644665, 630775.1966564658 5659418.820285656, 630764.0647073863 5659404.591859444, 630757.3855379388 5659401.429990012)"
1775,"45.22,5.69142",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.69142,45.22],[5.69078,45.22078]]}","LINESTRING (633565.9762906531 5656222.733272445, 633494.7318165454 5656346.003381767)"
1766,"45.18417,5.77979",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.77979,45.18417],[5.7799,45.18402],[5.78011,45.18399],[5.78046,45.18405],[5.78088,45.18417],[5.7812,45.18428],[5.7817,45.18438],[5.78212,45.18449],[5.78252,45.18462]]}","LINESTRING (643403.2796920547 5650562.032067209, 643415.5248360418 5650538.341395363, 643438.9019291084 5650533.603268485, 643477.863750886 5650543.079524737, 643524.6179370193 5650562.032067209, 643560.2401740731 5650579.405266234, 643615.8999194697 5650595.19911266, 643662.654105603 5650612.5723757725, 643707.1819019202 5650633.104457279)"
1747,"45.02828,5.65157",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.65157,45.02828],[5.65184,45.02864],[5.65201,45.02888],[5.65233,45.0293],[5.65269,45.0298],[5.65303,45.03022],[5.65335,45.03052],[5.65353,45.03068],[5.65424,45.03133],[5.65459,45.03164],[5.65523,45.03207]]}","LINESTRING (629129.8945825411 5625974.692679423, 629159.9508450553 5626031.395483984, 629178.8751584901 5626069.197551819, 629214.4973955441 5626135.351551933, 629254.5724122295 5626214.10694691, 629292.4210390993 5626280.262010367, 629328.0432761532 5626327.515924339, 629348.0807844959 5626352.718113066, 629427.1176229591 5626455.102729262, 629466.0794447368 5626503.93272497, 629537.3239188446 5626571.665092377)"
1748,"45.04859,5.66856",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.66856,45.04859],[5.66835,45.04828],[5.6683,45.04797],[5.66827,45.04783],[5.66792,45.04774],[5.66757,45.04744],[5.66722,45.04717],[5.66705,45.04706],[5.66675,45.04703],[5.66653,45.04669],[5.66617,45.04621],[5.66577,45.04568],[5.66515,45.04495],[5.66469,45.04445],[5.66451,45.04403],[5.66446,45.04347],[5.66442,45.04303],[5.66427,45.0426],[5.66379,45.04205],[5.66319,45.04142],[5.66278,45.04098],[5.66207,45.04024],[5.66147,45.03956],[5.66102,45.03899],[5.66038,45.03817],[5.65991,45.03759],[5.65929,45.03686],[5.65875,45.03617],[5.65838,45.03572],[5.65792,45.03518],[5.65739,45.03453],[5.65624,45.0331],[5.65568,45.03251],[5.65541,45.0322]]}","LINESTRING (631021.2127311189 5629174.233585, 630997.8356380523 5629125.389121447, 630992.2696635126 5629076.544922613, 630988.9300787888 5629054.48633894, 630949.968257011 5629040.305849376, 630911.0064352335 5628993.037711966, 630872.0446134559 5628950.496600255, 630853.120300021 5628933.1650937935, 630819.7244527831 5628928.4383250885, 630795.2341648085 5628874.868453016, 630755.1591481229 5628799.240940389, 630710.6313518056 5628715.736299054, 630641.6132675137 5628600.721738986, 630590.4063017488 5628521.94548995, 630570.368793406 5628455.773972846, 630564.8028188664 5628367.546039073, 630560.3500392346 5628298.2246969715, 630543.6521156158 5628230.479355029, 630490.2187600349 5628143.8290784145, 630423.427065559 5628044.576148757, 630377.7860743336 5627975.257290536, 630298.7492358704 5627858.676776637, 630231.9575413944 5627751.550066212, 630181.8637705375 5627661.753657478, 630110.6192964298 5627532.574428036, 630058.299135757 5627441.204871342, 629989.2810514652 5627326.20657326, 629929.1685264368 5627217.5109004695, 629887.9803148434 5627146.62312433, 629836.7733490784 5627061.5585287865, 629777.774018958 5626959.1670246925, 629649.7566045457 5626733.909809355, 629587.4176897014 5626640.973157909, 629557.3614271872 5626592.1424199175)"
2536,"45.18938,5.7306",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.7306,45.18938],[5.73094,45.18898]]}","LINESTRING (637927.4739399336 5651384.926809956, 637965.3225668032 5651321.746041344)"
1750,"45.21468,5.67027",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.67027,45.21468],[5.66926,45.2144]]}","LINESTRING (631211.5690603754 5655382.013008636, 631099.1363746742 5655337.766752441)"
1751,"45.20105,5.71363",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.71363,45.20105],[5.71037,45.20032]]}","LINESTRING (636038.3821811717 5653228.421216997, 635675.4806411857 5653113.093000599)"
1729,"45.14663,5.70127",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.70127,45.14663],[5.70149,45.14661],[5.70172,45.14658],[5.70186,45.14656],[5.70256,45.14646],[5.70364,45.1463],[5.70491,45.14601]]}","LINESTRING (634662.4732749668 5644634.992354711, 634686.9635629413 5644631.835675764, 634712.5670458238 5644627.100659419, 634728.1517745348 5644623.943983242, 634806.0754180901 5644608.160618966, 634926.3004681468 5644582.907293716, 635067.6762214543 5644537.135822367)"
1731,"45.09008,5.67936",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.67936,45.09008],[5.67931,45.09013],[5.67914,45.09037],[5.67895,45.09075],[5.67878,45.09102],[5.67847,45.09117],[5.67842,45.09121],[5.67841,45.09128],[5.67854,45.09142]]}","LINESTRING (632223.4632316862 5635713.903963826, 632217.8972571465 5635721.7878486775, 632198.9729437117 5635759.630592032, 632177.822240461 5635819.548594227, 632158.897927026 5635862.122153831, 632124.3888848802 5635885.7742183525, 632118.8229103405 5635892.081446049, 632117.7097154326 5635903.119105149, 632132.1812492358 5635925.194463932)"
1732,"45.09353,5.67464",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.67464,45.09353],[5.67478,45.09342],[5.67482,45.09326],[5.67521,45.09314],[5.6765,45.09271],[5.67709,45.09255],[5.67736,45.09243],[5.67759,45.09224],[5.67783,45.09182],[5.67818,45.09162],[5.67854,45.09142]]}","LINESTRING (631698.0352351419 5636257.908210818, 631713.619963853 5636240.562640675, 631718.0727434848 5636215.332780112, 631761.4873448941 5636196.410431074, 631905.0894880174 5636128.6056735255, 631970.7679875854 5636103.37612662, 632000.8242500997 5636084.454012827, 632026.4277329821 5636054.494080629, 632053.1444107725 5635988.267215771, 632092.1062325501 5635956.730784633, 632132.1812492358 5635925.194463932)"
1733,"45.17935,5.69921",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.69921,45.17935],[5.69779,45.17998]]}","LINESTRING (634433.1551239326 5649800.803033305, 634275.0814470062 5649900.296113146)"
1724,"45.18884,5.70586",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.70586,45.18884],[5.70349,45.18897],[5.70231,45.18902],[5.7007,45.18905]]}","LINESTRING (635173.429737708 5651299.632877227, 634909.602544528 5651320.166527818, 634778.2455453918 5651328.064098225, 634599.0211652147 5651332.8026438)"
1727,"45.11089,5.67913",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.67913,45.11089],[5.67928,45.11094],[5.67955,45.11087],[5.6797,45.11075],[5.67994,45.11065],[5.68034,45.1106],[5.68061,45.11059],[5.68083,45.11051]]}","LINESTRING (632197.8597488037 5638995.773380514, 632214.5576724227 5639003.660139403, 632244.6139349369 5638992.618678891, 632261.311858556 5638973.69049238, 632288.0285363463 5638957.917034018, 632332.5563326636 5638950.030315202, 632362.6125951777 5638948.452972269, 632387.1028831523 5638935.8342387425)"
2188,"45.14516,5.71698",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.71698,45.14516],[5.7156,45.14526]]}","LINESTRING (636411.3024753293 5644402.979402969, 636257.6815780344 5644418.7624073075)"
1713,"45.18884,5.70586",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.70586,45.18884],[5.70584,45.18756],[5.70576,45.18629],[5.70568,45.18505],[5.70565,45.18467],[5.70564,45.1845],[5.7054,45.18019]]}","LINESTRING (635173.429737708 5651299.632877227, 635171.2033478922 5651097.457898584, 635162.2977886286 5650896.866905077, 635153.3922293652 5650701.01859937, 635150.0526446414 5650641.001424187, 635148.9394497335 5650614.1517649945, 635122.222771943 5649933.460717732)"
1858,"45.17073,5.70497",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.70497,45.17073],[5.705,45.17243]]}","LINESTRING (635074.3553909019 5648439.595581897, 635077.6949756257 5648708.03085747)"
1860,"45.17243,5.705",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.705,45.17243],[5.70599,45.17239],[5.70777,45.1723],[5.70836,45.17228],[5.70857,45.17235]]}","LINESTRING (635077.6949756257 5648708.03085747, 635187.901271511 5648701.714641292, 635386.0499651231 5648687.503171109, 635451.7284646911 5648684.345069674, 635475.1055577578 5648695.398429549)"
1719,"45.14516,5.70081",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.70081,45.14516],[5.70127,45.14662]]}","LINESTRING (634611.266309202 5644402.979402969, 634662.4732749668 5644633.414015097)"
1704,"45.19724,5.73359",,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.73359,45.19724],[5.73382,45.19714],[5.73396,45.19703],[5.73403,45.19697]]}","LINESTRING (638260.3192174055 5652626.519008876, 638285.9227002878 5652610.721593443, 638301.507428999 5652593.344468533, 638309.2997933545 5652583.866050923)"
1720,"45.13956,5.69843",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.69843,45.13956],[5.69812,45.13856]]}","LINESTRING (634346.325921114 5643519.175343334, 634311.816878968 5643361.362324406)"
1721,"45.10809,5.67213",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.67213,45.10809],[5.67204,45.10824],[5.67198,45.10865],[5.67196,45.1092],[5.67196,45.10972],[5.67196,45.1099],[5.67196,45.11013],[5.67183,45.1102],[5.6718,45.11048],[5.67182,45.11117],[5.67182,45.11146],[5.67187,45.112],[5.67202,45.11276],[5.67213,45.11317],[5.67243,45.11365],[5.67249,45.11379],[5.67256,45.1138],[5.67287,45.11369],[5.6737,45.1134],[5.67412,45.11326],[5.67423,45.11315],[5.67502,45.1129],[5.67579,45.11265],[5.67647,45.11243],[5.67696,45.11225],[5.67789,45.11194],[5.67816,45.11183],[5.67816,45.11175],[5.67809,45.11164],[5.67773,45.11129],[5.67777,45.11122],[5.67771,45.11113],[5.67774,45.11109],[5.67807,45.11081],[5.67819,45.11075],[5.67831,45.11075],[5.67852,45.11081],[5.67873,45.11087],[5.67896,45.11088],[5.67913,45.11089]]}","LINESTRING (631418.6233132508 5638554.125909223, 631408.6045590794 5638577.785045957, 631401.9253896318 5638642.453670257, 631399.6989998161 5638729.204993358, 631399.6989998161 5638811.225194892, 631399.6989998161 5638839.616977215, 631399.6989998161 5638875.89549604, 631385.2274660128 5638886.936813395, 631381.887881289 5638931.102218231, 631384.1142711049 5639039.9393192865, 631384.1142711049 5639085.682841437, 631389.6802456446 5639170.861053766, 631406.3781692636 5639290.742866088, 631418.6233132508 5639355.416611978, 631452.0191604889 5639431.132807316, 631458.6983299364 5639453.216817585, 631466.4906942919 5639454.794248962, 631500.9997364378 5639437.442519006, 631593.3949137963 5639391.697209446, 631640.1490999294 5639369.613350096, 631652.3942439167 5639352.261784326, 631740.3366416434 5639312.826531958, 631826.0526495542 5639273.391452337, 631901.7499032936 5639238.688725165, 631956.2964537824 5639210.295684254, 632059.82358022 5639161.396768152, 632089.8798427342 5639144.045603702, 632089.8798427342 5639131.426596018, 632082.0874783787 5639114.075489333, 632042.0124616931 5639058.8676450895, 632046.4652413249 5639047.826116867, 632039.7860718772 5639033.629886196, 632043.1256566012 5639027.320457526, 632079.8610885629 5638983.154580661, 632093.219427458 5638973.69049238, 632106.5777663533 5638973.69049238, 632129.9548594198 5638983.154580661, 632153.3319524864 5638992.618678891, 632178.9354353689 5638994.196029565, 632197.8597488037 5638995.773380514)"
1744,"45.14908,5.70182",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.70182,45.14908],[5.70177,45.14887],[5.70153,45.14781],[5.70135,45.14705],[5.70127,45.14662]]}","LINESTRING (634723.698994903 5645021.693903897, 634718.1330203634 5644988.547405534, 634691.4163425731 5644821.238372951, 634671.3788342302 5644701.282868432, 634662.4732749668 5644633.414015097)"
1745,"45.14908,5.70182",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.70182,45.14908],[5.70566,45.14853]]}","LINESTRING (634723.698994903 5645021.693903897, 635151.1658395493 5644934.8819052)"
1746,"45.05782,5.68468",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.68468,45.05782],[5.68513,45.05648],[5.68467,45.05605],[5.68435,45.05579],[5.68422,45.05547],[5.68352,45.05506],[5.68334,45.05472],[5.68331,45.05449],[5.68289,45.05418],[5.68289,45.05418],[5.68262,45.05404],[5.68199,45.05374],[5.68191,45.05363],[5.68197,45.05354],[5.68212,45.05343],[5.68217,45.05332],[5.68213,45.05323],[5.68188,45.05309],[5.68084,45.05221],[5.68071,45.05195],[5.68068,45.0517],[5.68075,45.05154],[5.68095,45.05137],[5.68145,45.05111],[5.68197,45.05076],[5.68223,45.05044]]}","LINESTRING (632815.6829227064 5630628.659395413, 632865.7766935633 5630417.493086281, 632814.5697277983 5630349.73181194, 632778.9474907446 5630308.760125808, 632764.4759569415 5630258.333690912, 632686.5523133861 5630193.725233587, 632666.5148050435 5630140.147839828, 632663.1752203195 5630103.904489382, 632616.4210341865 5630055.05498681, 632616.4210341865 5630055.05498681, 632586.3647716723 5630032.994007929, 632516.2334924726 5629985.7206636155, 632507.327933209 5629968.387166167, 632514.0071026566 5629954.205238509, 632530.7050262757 5629936.871801681, 632536.2710008153 5629919.538398192, 632531.8182211835 5629905.356547409, 632503.9883484852 5629883.295934995, 632388.2160780602 5629744.630464965, 632373.7445442572 5629703.661529871, 632370.4049595334 5629664.268498689, 632378.1973238889 5629639.057049102, 632400.4612220476 5629612.269961195, 632456.1209674441 5629571.301627817, 632514.0071026566 5629516.152242367, 632542.9501702628 5629465.730242433)"
1738,"45.09353,5.67464",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.67464,45.09353],[5.67471,45.09423],[5.6745,45.09426],[5.6745,45.0946],[5.67445,45.09476],[5.67433,45.09492],[5.67414,45.0952],[5.67409,45.09539],[5.67425,45.09599],[5.67436,45.09619],[5.67439,45.09642],[5.67434,45.09649],[5.6744,45.09659],[5.6748,45.09659],[5.67441,45.09677],[5.67399,45.0971],[5.67346,45.09754]]}","LINESTRING (631698.0352351419 5636257.908210818, 631705.8275994974 5636368.289894512, 631682.4505064309 5636373.0205683345, 631682.4505064309 5636426.635045339, 631676.8845318912 5636451.86549791, 631663.5261929961 5636477.096021174, 631642.3754897453 5636521.249606983, 631636.8095152056 5636551.211092079, 631654.6206337325 5636645.826962634, 631666.8657777199 5636677.365807071, 631670.2053624436 5636713.635614734, 631664.639387904 5636724.674280846, 631671.3185573516 5636740.443827336, 631715.8463536688 5636740.443827336, 631672.4317522595 5636768.829080609, 631625.6775661262 5636820.8689439995, 631566.678236006 5636890.255896354)"
1742,"45.14932,5.70019",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.70019,45.14932],[5.70097,45.14915],[5.70182,45.14908]]}","LINESTRING (634542.24822491 5645059.575765848, 634629.0774277288 5645032.742763822, 634723.698994903 5645021.693903897)"
1755,"45.18147,5.78654",2019.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.78654,45.18147],[5.78665,45.18147],[5.7867,45.18149],[5.78675,45.18151],[5.7868,45.18152],[5.78686,45.18151],[5.78691,45.18149],[5.78695,45.18147],[5.78697,45.18145]]}","LINESTRING (644154.6862549091 5650135.609524104, 644166.9313988965 5650135.609524104, 644172.4973734361 5650138.768135263, 644178.0633479758 5650141.9267475335, 644183.6293225156 5650143.506054083, 644190.3084919631 5650141.9267475335, 644195.8744665027 5650138.768135263, 644200.3272461345 5650135.609524104, 644202.5536359504 5650132.450914053)"
1749,"45.21398,5.66667",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.66667,45.21398],[5.66803,45.21425],[5.66926,45.2144]]}","LINESTRING (630810.8188935196 5655271.3977766195, 630962.2134009984 5655314.063490522, 631099.1363746742 5655337.766752441)"
1761,"45.18729,5.73011",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.73011,45.18729],[5.73042,45.18749]]}","LINESTRING (637872.9273894448 5651054.812194668, 637907.4364315907 5651086.401585554)"
1768,"45.19163,5.74154",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.74154,45.19163],[5.74177,45.19164],[5.74238,45.19167],[5.74305,45.19172]]}","LINESTRING (639145.3091692119 5651740.326906858, 639170.9126520944 5651741.906494206, 639238.8175414783 5651746.645257912, 639313.4016003099 5651754.543202972)"
1705,"45.19735,5.7337",,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.7337,45.19735],[5.73383,45.19727],[5.73396,45.19728],[5.73411,45.19736],[5.73424,45.19702]]}","LINESTRING (638272.5643613926 5652643.896197916, 638287.0358951958 5652631.258238919, 638301.507428999 5652632.837982822, 638318.205352618 5652645.475944041, 638332.676886421 5652591.764731572)"
1706,"45.20109,5.74171",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.74171,45.20109],[5.7407,45.20027]]}","LINESTRING (639164.2334826468 5653234.740614084, 639051.8007969457 5653105.193861842)"
