ogc_fid,geo_point_2d,anne_maj,lametro,type,name,geo_shape,geometry
2019,"45.20232,5.77045",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.77045,45.20232],[5.77087,45.20061]]}","LINESTRING (642363.5556480455 5653429.064243296, 642410.3098341788 5653158.908142288)"
2020,"45.21356,5.77724",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.77724,45.21356],[5.77711,45.21363],[5.77697,45.21361],[5.77493,45.21316],[5.7733,45.2128],[5.77254,45.21263],[5.77202,45.21254],[5.77154,45.21249],[5.77104,45.21246],[5.77033,45.21238],[5.77006,45.21236],[5.76953,45.21232],[5.76806,45.21219],[5.76732,45.21213],[5.76708,45.21211],[5.76684,45.21208],[5.76649,45.21203],[5.76598,45.21196]]}","LINESTRING (643119.4149905317 5655205.029290955, 643104.9434567287 5655216.090671194, 643089.3587280177 5655212.93027545, 642862.2669667994 5655141.821665058, 642680.8161968063 5655084.935181855, 642596.2133838035 5655058.072245514, 642538.327248591 5655043.850723489, 642484.8938930101 5655035.949887645, 642429.2341476135 5655031.209389471, 642350.1973091504 5655018.568073235, 642320.141046636 5655015.407746956, 642261.1417165156 5655009.08709773, 642097.5020650496 5654988.545018442, 642015.1256418625 5654979.064074609, 641988.4089640721 5654975.90376222, 641961.6922862818 5654971.163295722, 641922.7304645041 5654963.26252378, 641865.9575241995 5654952.201454731)"
2021,"45.19475,5.76756",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.76756,45.19475],[5.76703,45.19466],[5.7666,45.19464],[5.76569,45.19467],[5.76458,45.19472],[5.76414,45.19475],[5.76388,45.19474],[5.76354,45.19469],[5.76332,45.1947]]}","LINESTRING (642041.8423196528 5652233.171625023, 641982.8429895325 5652218.954571994, 641934.9756084913 5652215.79522993, 641833.6748718695 5652220.534243443, 641710.1102370889 5652228.432604848, 641661.1296611399 5652233.171625023, 641632.1865935337 5652231.591951355, 641594.3379666639 5652223.693587172, 641569.8476786895 5652225.273259453)"
2022,"45.19416,5.76774",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.76774,45.19416],[5.77038,45.19432],[5.7722,45.19443],[5.77282,45.19447],[5.77406,45.19454],[5.77494,45.1946]]}","LINESTRING (642061.8798279957 5652139.971353487, 642355.76328369 5652165.245907906, 642558.3647569336 5652182.622205292, 642627.3828412256 5652188.940867214, 642765.4190098093 5652199.9985362645, 642863.3801617073 5652209.476549134)"
2023,"45.19475,5.76756",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.76756,45.19475],[5.76788,45.19481],[5.7687,45.1951],[5.76925,45.19536],[5.76987,45.19582],[5.77079,45.1966],[5.77125,45.19699],[5.77165,45.19726],[5.77185,45.19739],[5.77231,45.19763],[5.77277,45.19782],[5.77312,45.1979],[5.7737,45.19803],[5.7743,45.19809]]}","LINESTRING (642041.8423196528 5652233.171625023, 642077.4645567068 5652242.649672868, 642168.7465391572 5652288.460378324, 642229.9722590937 5652329.532243762, 642298.9903433854 5652402.198311544, 642401.4042749152 5652525.416029834, 642452.6112406801 5652587.0255223485, 642497.1390369975 5652629.6784952935, 642519.402935156 5652650.215184078, 642570.609900921 5652688.12919433, 642621.816866686 5652718.144565858, 642660.7786884635 5652730.782647011, 642725.3439931236 5652751.319566782, 642792.1356875995 5652760.798160962)"
2008,"45.15979,5.7515",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.7515,45.15979],[5.75148,45.15975],[5.7512,45.15955],[5.7509,45.15933],[5.75084,45.1592],[5.75083,45.15916],[5.75085,45.15913],[5.75088,45.15912],[5.75094,45.15912],[5.75109,45.15925],[5.75125,45.15937],[5.75132,45.15941],[5.75135,45.15942],[5.75139,45.1594]]}","LINESTRING (640254.051297513 5646712.327284325, 640251.824907697 5646706.012469512, 640220.6554502749 5646674.438461937, 640187.2596030369 5646639.707181614, 640180.5804335894 5646619.184215366, 640179.4672386814 5646612.869465941, 640181.6936284973 5646608.133406782, 640185.0332132211 5646606.554720948, 640191.7123826687 5646606.554720948, 640208.4103062877 5646627.077658381, 640226.2214248147 5646646.021949881, 640234.0137891702 5646652.336722579, 640237.353373894 5646653.915416446, 640241.8061535257 5646650.758028988)"
2009,"45.1594,5.75139",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.75139,45.1594],[5.75282,45.15818]]}","LINESTRING (640241.8061535257 5646650.758028988, 640400.99302536 5646458.159489785)"
2010,"45.15818,5.75282",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.75282,45.15818],[5.75284,45.15809],[5.75292,45.15796],[5.75303,45.15783],[5.75311,45.15773],[5.75313,45.1577],[5.75312,45.15768],[5.75307,45.15765]]}","LINESTRING (640400.99302536 5646458.159489785, 640403.2194151758 5646443.951564155, 640412.1249744394 5646423.429044527, 640424.3701184266 5646402.906571721, 640433.2756776902 5646387.120086039, 640435.502067506 5646382.384145738, 640434.3888725981 5646379.226853589, 640428.8228980585 5646374.4909174405)"
2011,"45.15499,5.75289",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.75289,45.15499],[5.75219,45.15543],[5.75192,45.15567],[5.75129,45.15646]]}","LINESTRING (640408.7853897156 5645954.5811572075, 640330.8617461602 5646024.038561564, 640300.8054836461 5646061.924644525, 640230.6742044464 5646186.634128002)"
2012,"45.21196,5.76598",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.76598,45.21196],[5.76555,45.21184],[5.76516,45.21171],[5.76481,45.21159],[5.76436,45.21135],[5.76377,45.21101],[5.7629,45.21054],[5.76224,45.21012]]}","LINESTRING (641865.9575241995 5654952.201454731, 641818.0901431584 5654933.239653749, 641774.675541749 5654912.697747832, 641735.7137199715 5654893.736030202, 641685.6199491145 5654855.812714963, 641619.9414495465 5654802.088292308, 641523.0934925562 5654727.822707475, 641449.6226286327 5654661.458236011)"
2013,"45.19416,5.76774",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.76774,45.19416],[5.76765,45.19476]]}","LINESTRING (642061.8798279957 5652139.971353487, 642051.8610738242 5652234.751298971)"
2014,"45.2041,5.76835",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.76835,45.2041],[5.76831,45.20389],[5.76842,45.20355]]}","LINESTRING (642129.7847173796 5653710.287991509, 642125.3319377479 5653677.109451045, 642137.5770817351 5653623.392073771)"
2015,"45.20355,5.76842",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.76842,45.20355],[5.76857,45.20307]]}","LINESTRING (642137.5770817351 5653623.392073771, 642154.2750053542 5653547.5563229835)"
2000,"45.16036,5.75062",2018.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.75062,45.16036],[5.75058,45.16037],[5.75056,45.16039],[5.75056,45.16041],[5.75053,45.16043],[5.75049,45.16043],[5.75046,45.16043],[5.75044,45.16042],[5.75043,45.1604],[5.75042,45.16033],[5.75038,45.16023],[5.75029,45.16012],[5.75017,45.16006],[5.75007,45.16005],[5.74996,45.16006],[5.74986,45.16011],[5.74978,45.16019],[5.74978,45.16028],[5.7498,45.16035],[5.74981,45.16042],[5.74978,45.1605],[5.74968,45.16058]]}","LINESTRING (640156.0901456148 5646802.313877132, 640151.6373659831 5646803.892597322, 640149.4109761673 5646807.050038532, 640149.4109761673 5646810.207480852, 640146.0713914435 5646813.364924279, 640141.6186118117 5646813.364924279, 640138.279027088 5646813.364924279, 640136.052637272 5646811.786202428, 640134.939442364 5646808.628759554, 640133.8262474563 5646797.577718224, 640129.3734678244 5646781.790539878, 640119.354713653 5646764.424675699, 640105.9963747578 5646754.952400278, 640094.8644256786 5646753.373688678, 640082.6192816913 5646754.952400278, 640071.4873326119 5646762.845962437, 640062.5817733485 5646775.475676296, 640062.5817733485 5646789.684125588, 640064.8081631643 5646800.735157219, 640065.9213580723 5646811.786202428, 640062.5817733485 5646824.415985005, 640051.4498242692 5646837.045785317)"
2003,"45.19078,5.75218",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.75218,45.19078],[5.75225,45.19083],[5.75229,45.1909],[5.75235,45.191],[5.75241,45.191],[5.75247,45.191],[5.75264,45.19128],[5.75298,45.19166],[5.7534,45.19209],[5.75409,45.19284],[5.75438,45.1931],[5.7547,45.19326],[5.75536,45.19348],[5.75734,45.19401],[5.75748,45.19404],[5.75765,45.19404],[5.75783,45.194],[5.7582,45.19392],[5.75847,45.19384],[5.75901,45.1934],[5.75942,45.19319]]}","LINESTRING (640329.7485512523 5651606.062996753, 640337.5409156078 5651613.960818312, 640341.9936952397 5651625.017780149, 640348.6728646872 5651640.81346351, 640355.3520341349 5651640.81346351, 640362.0312035824 5651640.81346351, 640380.9555170173 5651685.041524561, 640418.804143887 5651745.065669731, 640465.5583300202 5651812.98821208, 640542.3687786675 5651931.458990837, 640574.6514309976 5651972.529225239, 640610.2736680513 5651997.803308899, 640683.744531975 5652032.555289954, 640904.1571237457 5652116.276523255, 640919.7418524567 5652121.015484305, 640938.6661658916 5652121.015484305, 640958.7036742344 5652114.696870127, 640999.8918858279 5652102.059655094, 641029.9481483421 5652089.422457825, 641090.0606733705 5652019.91819039, 641135.7016645956 5651986.7458885545)"
2004,"45.18436,5.74013",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.74013,45.18436],[5.73927,45.18401],[5.73784,45.18344],[5.73725,45.18321]]}","LINESTRING (638988.3486871934 5650592.040341155, 638892.6139251112 5650536.762019459, 638733.4270532769 5650446.738051541, 638667.7485537089 5650410.412846033)"
2005,"45.16058,5.74968",2016.0,1,veloamenage,,"{""type"":""LineString"",""coordinates"":[[5.74968,45.16058],[5.74962,45.16061],[5.74947,45.16064],[5.74923,45.16067],[5.74905,45.16069],[5.74883,45.1607],[5.74854,45.1607],[5.74836,45.16069],[5.74821,45.16066],[5.74813,45.16066],[5.74809,45.16067]]}","LINESTRING (640051.4498242692 5646837.045785317, 640044.7706548217 5646841.781965004, 640028.0727312026 5646846.518147187, 640001.3560534122 5646851.254331865, 639981.3185450695 5646854.4117897, 639956.828257095 5646855.990519034, 639924.5456047648 5646855.990519034, 639904.5080964221 5646854.4117897, 639887.8101728031 5646849.675603362, 639878.9046135396 5646849.675603362, 639874.4518339079 5646851.254331865)"
