ogc_fid,geo_point_2d,anne_maj,lametro,type_left,name_left,geo_shape,geometry,index_right,bbox_west,bbox_south,bbox_east,bbox_north,place_id,osm_type,osm_id,lat,lon,class,type_right,place_rank,importance,addresstype,name_right,display_name,Distance
1487,"45.18066,5.71931",2022.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.71931,45.18066],[5.71887,45.18155],[5.71866,45.18196],[5.71821,45.18297]]}","LINESTRING (636670.6768888775 5650007.686704575, 636621.6963129285 5650148.243975401, 636598.3192198619 5650212.995816938, 636548.2254490049 5650372.5084402235)",0,5.6776059,45.1541442,5.7531315,45.2140762,82103472,relation,80348,45.1875602,5.7357819,boundary,administrative,16,0.6845788090893128,city,Grenoble,"Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, France",0.3848830331439185
1488,"45.1748,5.74496",2022.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.74496,45.1748],[5.74503,45.17482],[5.7455,45.1749],[5.74595,45.17493],[5.74621,45.17499],[5.74725,45.17526],[5.74805,45.17546],[5.74882,45.17566],[5.74901,45.17571],[5.7494,45.1759],[5.74981,45.17603],[5.75093,45.17629],[5.75224,45.17667]]}","LINESTRING (639526.0218277249 5649082.274584549, 639533.8141920804 5649085.432825731, 639586.1343527533 5649098.065801555, 639636.2281236103 5649102.803172065, 639665.1711912164 5649112.27792057, 639780.9434616416 5649154.914412381, 639869.9990542762 5649186.497129239, 639955.7150621869 5649218.07995702, 639976.8657654377 5649225.975681297, 640020.2803668471 5649255.979496774, 640065.9213580723 5649276.508480836, 640190.5991877608 5649317.566589555, 640336.4277206999 5649377.5749318255)",0,5.6776059,45.1541442,5.7531315,45.2140762,82103472,relation,80348,45.1875602,5.7357819,boundary,administrative,16,0.6845788090893128,city,Grenoble,"Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, France",0.8665690536973456
1504,"45.17314,5.73382",2016.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.73382,45.17314],[5.73294,45.17318],[5.73274,45.1732],[5.73248,45.1732],[5.73229,45.1732],[5.73193,45.1732]]}","LINESTRING (638285.9227002878 5648820.144432861, 638187.9615483899 5648826.460732221, 638165.6976502311 5648829.618883564, 638136.7545826249 5648829.618883564, 638115.6038793742 5648829.618883564, 638075.5288626886 5648829.618883564)",0,5.6776059,45.1541442,5.7531315,45.2140762,82103472,relation,80348,45.1875602,5.7357819,boundary,administrative,16,0.6845788090893128,city,Grenoble,"Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, France",0.21082013382514606
1505,"45.17508,5.72544",2016.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.72544,45.17508],[5.72532,45.17513],[5.7253,45.17517],[5.72461,45.1755],[5.72392,45.17588],[5.7234,45.17621],[5.72279,45.17669],[5.7222,45.1772],[5.72145,45.17789],[5.72115,45.17819],[5.72056,45.17885],[5.72044,45.17901],[5.71994,45.17973],[5.71931,45.18066]]}","LINESTRING (637353.0653674402 5649126.490062046, 637339.7070285451 5649134.385705905, 637337.4806387292 5649140.702225981, 637260.6701900819 5649192.813685921, 637183.8597414345 5649252.821195695, 637125.973606222 5649304.933305367, 637058.068716838 5649380.73327672, 636992.3902172701 5649461.271446386, 636908.900599175 5649570.236000555, 636875.5047519371 5649617.612305519, 636809.8262523691 5649721.841055074, 636796.467913474 5649747.1088126665, 636740.8081680773 5649860.814600508, 636670.6768888775 5650007.686704575)",0,5.6776059,45.1541442,5.7531315,45.2140762,82103472,relation,80348,45.1875602,5.7357819,boundary,administrative,16,0.6845788090893128,city,Grenoble,"Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, France",1.1324536851128395
2821,"45.21303,5.69246",2022.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.69246,45.21303],[5.69256,45.21302],[5.6934,45.21265],[5.69391,45.21244],[5.69412,45.21236],[5.69483,45.21211],[5.69545,45.21192],[5.69561,45.21189],[5.69652,45.21173],[5.6967,45.21167],[5.69741,45.21134]]}","LINESTRING (633681.748561078 5655121.279282363, 633692.8805101574 5655119.699101023, 633786.3888824236 5655061.232586798, 633843.1618227283 5655028.049058747, 633866.5389157948 5655015.407746956, 633945.5757542581 5654975.90376222, 634014.5938385499 5654945.880849959, 634032.404957077 5654941.140399297, 634133.7056936987 5654915.858037995, 634153.7432020416 5654906.377170845, 634232.7800405048 5654854.232580299)",1,5.6808422,45.1982569,5.7401077,45.2386013,81147897,relation,85939,45.2088706,5.7055996,boundary,administrative,16,0.5697722535151936,village,Saint-Martin-le-Vinoux,"Saint-Martin-le-Vinoux, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38950, France",0.6171808980575487
1630,"45.20537,5.76454",2016.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.76454,45.20537],[5.76464,45.20544],[5.76472,45.20549],[5.76483,45.20554],[5.76487,45.20557],[5.76492,45.20559],[5.76497,45.20563],[5.76653,45.20669],[5.7671,45.20708],[5.76718,45.20714],[5.76723,45.20717],[5.76727,45.2072],[5.76731,45.20723],[5.76739,45.20728],[5.76762,45.20744],[5.76762,45.20744],[5.7678,45.20755],[5.76789,45.20757],[5.76798,45.20761]]}","LINESTRING (641705.6574574573 5653910.941774866, 641716.7894065365 5653922.001562474, 641725.6949657999 5653929.901419098, 641737.9401097873 5653937.801282664, 641742.3928894191 5653942.541204139, 641747.9588639587 5653945.701153177, 641753.5248384983 5653952.021054584, 641927.1832441358 5654119.500061175, 641990.635353888 5654181.12048103, 641999.5409131515 5654190.600583122, 642005.1068876911 5654195.340637918, 642009.5596673229 5654200.080695214, 642014.0124469546 5654204.820755009, 642022.918006218 5654212.720860223, 642048.5214891005 5654238.001243574, 642068.5589974433 5654255.381548376, 642078.5777516147 5654258.541607407, 642088.5965057861 5654264.8617287995)",9,5.7524967,45.1868691,5.8205172,45.242212,81423202,relation,80379,45.2097372,5.778361,boundary,administrative,16,0.5722767544649576,town,Meylan,"Meylan, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38240, France",0.5232897804397304
1631,"45.18536,5.73157",2016.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.73157,45.18536],[5.73067,45.18556],[5.72978,45.18576],[5.72885,45.18597]]}","LINESTRING (638035.4538460029 5650749.98027585, 637935.2663042891 5650781.568595721, 637836.191957483 5650813.157026576, 637732.6648310454 5650846.324998417)",0,5.6776059,45.1541442,5.7531315,45.2140762,82103472,relation,80348,45.1875602,5.7357819,boundary,administrative,16,0.6845788090893128,city,Grenoble,"Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, France",0.3177481273470148
2977,"45.1872,5.73732",2022.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.73732,45.1872],[5.73722,45.18719],[5.7351,45.18636],[5.7325,45.18532]]}","LINESTRING (638675.5409180644 5651040.59700498, 638664.408968985 5651039.017540846, 638428.4116485033 5650907.922985033, 638138.9809724407 5650743.662625192)",0,5.6776059,45.1541442,5.7531315,45.2140762,82103472,relation,80348,45.1875602,5.7357819,boundary,administrative,16,0.6845788090893128,city,Grenoble,"Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, France",0.6140009647184267
2001,"45.17836,5.75903",2022.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.75903,45.17836],[5.75633,45.17765]]}","LINESTRING (641092.2870631863 5649644.458989132, 640791.7244380445 5649532.335136301)",4,5.7430295,45.1591062,5.7862526,45.197351,81237654,relation,80349,45.1836683,5.75448,boundary,administrative,16,0.5773631010885146,town,Saint-Martin-d'Hères,"Saint-Martin-d'Hères, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38400, France",0.3207953397508705
2002,"45.17836,5.75903",2022.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.75903,45.17836],[5.75931,45.17843],[5.7595,45.17848],[5.75962,45.17852],[5.76023,45.17868],[5.76331,45.1795],[5.76446,45.1798],[5.76454,45.17982],[5.76547,45.18004],[5.76605,45.18019],[5.76608,45.18021]]}","LINESTRING (641092.2870631863 5649644.458989132, 641123.4565206084 5649655.513529211, 641144.6072238592 5649663.409637588, 641157.9655627543 5649669.726529281, 641225.8704521382 5649694.994140429, 641568.7344837815 5649824.491761986, 641696.7518981937 5649871.869406572, 641705.6574574573 5649875.027925087, 641809.1845838949 5649909.771701974, 641873.7498885551 5649933.460717732, 641877.0894732788 5649936.619257881)",4,5.7430295,45.1591062,5.7862526,45.197351,81237654,relation,80349,45.1836683,5.75448,boundary,administrative,16,0.5773631010885146,town,Saint-Martin-d'Hères,"Saint-Martin-d'Hères, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38400, France",0.8379071283230051
1616,"45.19925,5.75566",2016.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.75566,45.19925],[5.75592,45.19948],[5.75616,45.19968],[5.75646,45.19993],[5.75662,45.2001],[5.75676,45.2002],[5.75692,45.2003],[5.75703,45.20037],[5.75728,45.2005],[5.75746,45.20061],[5.75758,45.20066],[5.75785,45.2008],[5.75803,45.20089],[5.75829,45.20106]]}","LINESTRING (640717.1403792129 5652944.052946371, 640746.0834468192 5652980.388390747, 640772.8001246096 5653011.984548723, 640806.1959718475 5653051.479902377, 640824.0070903745 5653078.3368419865, 640839.5918190855 5653094.135079242, 640857.4029376125 5653109.933344264, 640869.6480815997 5653120.992146299, 640897.477954298 5653141.5299576055, 640917.5154626408 5653158.908142288, 640930.873801536 5653166.80732825, 640960.9300640504 5653188.925085874, 640980.967572393 5653203.143673086, 641009.9106399993 5653230.001065852)",10,5.7256499,45.188761,5.7627057,45.2347255,80845064,relation,80347,45.2090131,5.745715,boundary,administrative,16,0.5776794838672352,village,La Tronche,"La Tronche, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38700, France",0.41228070273939693
1617,"45.19925,5.75566",2016.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.75566,45.19925],[5.75544,45.19905],[5.75502,45.1987],[5.75457,45.19838],[5.75413,45.19807],[5.75376,45.19781],[5.75336,45.19759],[5.75318,45.19751],[5.75277,45.19735],[5.75214,45.19715],[5.75164,45.19702],[5.75122,45.19696]]}","LINESTRING (640717.1403792129 5652944.052946371, 640692.6500912384 5652912.457027176, 640645.8959051053 5652857.164435822, 640595.8021342483 5652806.61150707, 640546.8215582992 5652757.638628458, 640505.6333467057 5652716.564806961, 640461.1055503883 5652681.810181515, 640441.0680420457 5652669.172169215, 640395.4270508203 5652643.896197916, 640325.2957716206 5652612.301333738, 640269.636026224 5652591.764731572, 640222.8818400908 5652582.286315625)",10,5.7256499,45.188761,5.7627057,45.2347255,80845064,relation,80347,45.2090131,5.745715,boundary,administrative,16,0.5776794838672352,village,La Tronche,"La Tronche, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38700, France",0.627287031191959
1618,"45.20321,5.76149",2016.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.76149,45.20321],[5.76182,45.20345],[5.76202,45.20358],[5.7625,45.20394]]}","LINESTRING (641366.1330105378 5653569.675017537, 641402.8684424995 5653607.592906259, 641425.1323406581 5653628.1318294415, 641478.565696239 5653685.00909243)",9,5.7524967,45.1868691,5.8205172,45.242212,81423202,relation,80379,45.2097372,5.778361,boundary,administrative,16,0.5722767544649576,town,Meylan,"Meylan, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38240, France",0.16112461494149408
1619,"45.20394,5.7625",2016.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.7625,45.20394],[5.76339,45.20454],[5.76402,45.20499],[5.76432,45.20523],[5.76441,45.20529],[5.76454,45.20537]]}","LINESTRING (641478.565696239 5653685.00909243, 641577.6400430449 5653779.805330576, 641647.7713222448 5653850.903165319, 641681.1671694827 5653888.822240478, 641691.1859236541 5653898.302034264, 641705.6574574573 5653910.941774866)",9,5.7524967,45.1868691,5.8205172,45.242212,81423202,relation,80379,45.2097372,5.778361,boundary,administrative,16,0.5722767544649576,town,Meylan,"Meylan, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38240, France",0.3205226714120066
1621,"45.20951,5.7773",2016.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.7773,45.20951],[5.77601,45.20917],[5.77545,45.20901]]}","LINESTRING (643126.0941599795 5654565.072614479, 642982.4920168561 5654511.349929815, 642920.1531020119 5654486.068777563)",9,5.7524967,45.1868691,5.8205172,45.242212,81423202,relation,80379,45.2097372,5.778361,boundary,administrative,16,0.5722767544649576,town,Meylan,"Meylan, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38240, France",0.22059239628296382
1622,"45.20651,5.77323",2019.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.77323,45.20651],[5.77355,45.20661]]}","LINESTRING (642673.0238324507 5654091.060009886, 642708.6460695047 5654106.8600272685)",9,5.7524967,45.1868691,5.8205172,45.242212,81423202,relation,80379,45.2097372,5.778361,boundary,administrative,16,0.5722767544649576,town,Meylan,"Meylan, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38240, France",0.03896901746295484
1623,"45.20697,5.77323",2019.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.77323,45.20697],[5.77323,45.20697],[5.77328,45.20685],[5.77342,45.20676],[5.7735,45.20668],[5.77355,45.20661]]}","LINESTRING (642673.0238324507 5654163.740319834, 642678.5898069905 5654144.780182315, 642694.1745357015 5654130.560105424, 642703.080094965 5654117.920055964, 642708.6460695047 5654106.8600272685)",9,5.7524967,45.1868691,5.8205172,45.242212,81423202,relation,80379,45.2097372,5.778361,boundary,administrative,16,0.5722767544649576,town,Meylan,"Meylan, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38240, France",0.06870131280394454
1615,"45.20183,5.75957",2016.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.75957,45.20183],[5.75932,45.20164],[5.75888,45.20133],[5.75861,45.20118],[5.75857,45.20115],[5.75842,45.20112],[5.75829,45.20106]]}","LINESTRING (641010.0968028973 5653230.123005693, 641009.9106399993 5653230.001065852)",10,5.7256499,45.188761,5.7627057,45.2347255,80845064,relation,80347,45.2090131,5.745715,boundary,administrative,16,0.5776794838672352,village,La Tronche,"La Tronche, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38700, France",0.00022254426376827193
1615,"45.20183,5.75957",2016.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.75957,45.20183],[5.75932,45.20164],[5.75888,45.20133],[5.75861,45.20118],[5.75857,45.20115],[5.75842,45.20112],[5.75829,45.20106]]}","LINESTRING (641152.3995882147 5653351.650261544, 641124.5697155163 5653321.632774537, 641075.5891395673 5653272.657089893, 641045.5328770531 5653248.959273768, 641041.0800974213 5653244.21971804, 641024.3821738025 5653239.480164811, 641010.0968028973 5653230.123005693)",9,5.7524967,45.1868691,5.8205172,45.242212,81423202,relation,80379,45.2097372,5.778361,boundary,administrative,16,0.5722767544649576,town,Meylan,"Meylan, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38240, France",0.1894116881066775
1646,"45.14514,5.71062",2022.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.71062,45.14514],[5.71058,45.14496],[5.71052,45.14484],[5.71045,45.14479],[5.71043,45.14476],[5.71012,45.14483],[5.70933,45.14501],[5.70787,45.14534],[5.70739,45.14547]]}","LINESTRING (635703.3105138838 5644399.822805423, 635698.8577342522 5644371.413477351, 635692.1785648046 5644352.473975138, 635684.3862004491 5644344.58252765, 635682.1598106332 5644339.847662478, 635647.6507684872 5644350.895685087, 635559.7083707605 5644379.304948373, 635397.1819142024 5644431.388830713, 635343.7485586217 5644451.906806539)",3,5.6888689,45.1282864,5.7407127,45.1601452,80561224,relation,105162,45.1481694,5.718687,boundary,administrative,16,0.5769444291277405,town,Échirolles,"Échirolles, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38130, France",0.4217184769938489
1767,"45.1852,5.73217",2020.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.73217,45.1852],[5.7325,45.18532]]}","LINESTRING (638102.245540479 5650724.709699857, 638138.9809724407 5650743.662625192)",0,5.6776059,45.1541442,5.7531315,45.2140762,82103472,relation,80348,45.1875602,5.7357819,boundary,administrative,16,0.6845788090893128,city,Grenoble,"Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, France",0.041336489209364835
1759,"45.19635,5.75206",2020.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.75206,45.19635],[5.75227,45.19622],[5.75236,45.19616],[5.75245,45.19609],[5.75251,45.19603],[5.75228,45.19593],[5.75198,45.1959],[5.75178,45.19581],[5.75155,45.19569],[5.74602,45.19185],[5.74359,45.19034]]}","LINESTRING (640316.3902123572 5652485.922987494, 640339.7673054237 5652465.386674045, 640349.7860595952 5652455.908391354, 640359.8048137665 5652444.850407512, 640366.4839832141 5652435.372146475, 640340.8805003316 5652419.575066955, 640307.4846530937 5652414.835948512, 640285.220754935 5652400.618608173, 640259.6172720526 5652381.662189364, 639644.0204879658 5651775.077892605, 639373.5141253382 5651536.562466212)",10,5.7256499,45.188761,5.7627057,45.2347255,80845064,relation,80347,45.2090131,5.745715,boundary,administrative,16,0.5776794838672352,village,La Tronche,"La Tronche, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38700, France",1.4183923864736516
1725,"45.16343,5.71262",2016.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.71262,45.16343],[5.71226,45.16189],[5.71224,45.1617],[5.71219,45.16071],[5.7122,45.1602],[5.71224,45.15976],[5.71226,45.15961],[5.71231,45.15957],[5.71238,45.15956],[5.71243,45.15956],[5.7125,45.15958],[5.71331,45.15977],[5.71354,45.15982],[5.71368,45.15981],[5.7138,45.15978]]}","LINESTRING (635925.9494954705 5647286.993991108, 635885.8744787849 5647043.8612882225, 635883.648088969 5647013.864851746, 635878.0821144293 5646857.5692486465, 635879.1953093373 5646777.054391778, 635883.648088969 5646707.591172799, 635885.8744787849 5646683.910652571, 635891.4404533246 5646677.595857707, 635899.23281768 5646676.017159683, 635904.7987922198 5646676.017159683, 635912.5911565752 5646679.174556008, 636002.7599441179 5646709.169876363, 636028.3634270002 5646717.063398345, 636043.9481557113 5646715.484693394, 636057.3064946065 5646710.748580204)",0,5.6776059,45.1541442,5.7531315,45.2140762,82103472,relation,80348,45.1875602,5.7357819,boundary,administrative,16,0.6845788090893128,city,Grenoble,"Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, France",0.7887994567107429
1658,"45.15102,5.70926",2022.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.70926,45.15102],[5.7096,45.15084],[5.70963,45.15075],[5.70972,45.15051],[5.70977,45.1502],[5.70978,45.14981],[5.70982,45.14916],[5.70986,45.14866],[5.70991,45.14837],[5.70998,45.14816],[5.71015,45.1477],[5.7104,45.14707],[5.71058,45.14651],[5.71071,45.14598],[5.7107,45.14573],[5.71065,45.1454],[5.71062,45.14514],[5.71062,45.14514]]}","LINESTRING (635551.916006405 5645327.910187946, 635589.7646332748 5645299.497929104, 635593.1042179986 5645285.291833332, 635603.12297217 5645247.4090209445, 635608.6889467096 5645198.477291036, 635609.8021416176 5645136.918395948, 635614.2549212492 5645034.32117349, 635618.7077008811 5644955.401029293, 635624.2736754207 5644909.627662867, 635632.0660397762 5644876.481577383, 635650.990353211 5644803.876293042, 635678.8202259095 5644704.439571746, 635698.8577342522 5644616.052297643, 635713.3292680553 5644532.400855863, 635712.2160731474 5644492.942898564, 635706.6500986078 5644440.858659895, 635703.3105138838 5644399.822805423)",3,5.6888689,45.1282864,5.7407127,45.1601452,80561224,relation,105162,45.1481694,5.718687,boundary,administrative,16,0.5769444291277405,town,Échirolles,"Échirolles, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38130, France",0.9606596512129534
1763,"45.14601,5.70491",2020.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.70491,45.14601],[5.70224,45.13817]]}","LINESTRING (634859.5936392122 5643670.901818722, 634770.4531810363 5643299.815997215)",5,5.6880014,45.1036576,5.7149773,45.1429963,80499615,relation,105152,45.1236837,5.6978136,boundary,administrative,16,0.5650297046633144,town,Le Pont-de-Claix,"Le Pont-de-Claix, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38800, France",0.3816421205881441
