ogc_fid,geo_point_2d,anne_maj,lametro,type_left,name_left,geo_shape,geometry,index_right,bbox_west,bbox_south,bbox_east,bbox_north,place_id,osm_type,osm_id,lat,lon,class,type_right,place_rank,importance,addresstype,name_right,display_name,Distance
2607,"45.15436,5.71219",2016.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.71219,45.15436],[5.71228,45.15473],[5.71232,45.15484],[5.71238,45.15508],[5.71248,45.15542],[5.71255,45.15566],[5.71269,45.15617],[5.71287,45.1568],[5.71298,45.15725],[5.71306,45.15753],[5.71313,45.1578],[5.71318,45.15798],[5.71326,45.15831],[5.71336,45.15865],[5.71345,45.15896]]}","LINESTRING (635878.0821144293 5645855.13171644, 635888.1008686008 5645913.538397621, 635892.5536482325 5645930.902619208, 635899.23281768 5645968.788309924, 635910.3647667594 5646022.459978235, 635918.157131115 5646060.34605455, 635933.741859826 5646140.854496517, 635953.7793681688 5646240.307096097, 635966.024512156 5646311.345340414, 635974.9300714195 5646355.547197791, 635982.722435775 5646398.170623108, 635988.2884103147 5646426.586352192, 635997.1939695781 5646478.682088649, 636008.3259186575 5646532.356799354, 636015.0050633906 5646564.982669268)",3,5.6888689,45.1282864,5.7407127,45.1601452,80561224,relation,105162,45.1481694,5.718687,boundary,administrative,16,0.5769444291277405,town,Échirolles,"Échirolles, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38130, France",0.7230353227185567
2607,"45.15436,5.71219",2016.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.71219,45.15436],[5.71228,45.15473],[5.71232,45.15484],[5.71238,45.15508],[5.71248,45.15542],[5.71255,45.15566],[5.71269,45.15617],[5.71287,45.1568],[5.71298,45.15725],[5.71306,45.15753],[5.71313,45.1578],[5.71318,45.15798],[5.71326,45.15831],[5.71336,45.15865],[5.71345,45.15896]]}","LINESTRING (636015.0050633906 5646564.982669268, 636018.3446728289 5646581.295785311)",0,5.6776059,45.1541442,5.7531315,45.2140762,82103472,relation,80348,45.1875602,5.7357819,boundary,administrative,16,0.6845788090893128,city,Grenoble,"Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, France",0.01665144877266894
2068,"45.2085,5.77426",2016.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.77426,45.2085],[5.77451,45.20865],[5.77487,45.20885],[5.77522,45.20895],[5.77545,45.20901]]}","LINESTRING (642787.6829079678 5654405.485579369, 642815.5127806662 5654429.18644501, 642855.5877973518 5654460.787696427, 642894.5496191294 5654476.588363803, 642920.1531020119 5654486.068777563)",9,5.7524967,45.1868691,5.8205172,45.242212,81423202,relation,80379,45.2097372,5.778361,boundary,administrative,16,0.5722767544649576,town,Meylan,"Meylan, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38240, France",0.1569364121083114
2232,"45.20761,5.76798",2016.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.76798,45.20761],[5.76817,45.20749],[5.76819,45.20738],[5.7682,45.20734],[5.76833,45.20723],[5.76833,45.20723],[5.76833,45.20723],[5.76837,45.20718],[5.76848,45.20658],[5.76854,45.20626],[5.76864,45.20607],[5.76887,45.20587],[5.76937,45.20563],[5.76961,45.20559],[5.76993,45.20557],[5.77026,45.20559],[5.77034,45.20558],[5.77045,45.20558],[5.77101,45.20568],[5.77136,45.20573],[5.77177,45.20582],[5.77213,45.20591],[5.77232,45.20598],[5.77234,45.20603],[5.77324,45.20651]]}","LINESTRING (642088.5965057861 5654264.8617287995, 642109.7472090367 5654245.9013779545, 642111.9735988526 5654228.521091485, 642113.0867937607 5654222.200995648, 642127.5583275637 5654204.820755009, 642132.0111071955 5654196.920656739, 642144.2562511828 5654102.120019137, 642150.9354206303 5654051.560087945, 642162.0673697097 5654021.5402633725, 642187.6708525921 5653989.940556355, 642243.3305979888 5653952.021054584, 642270.0472757792 5653945.701153177, 642305.6695128329 5653942.541204139, 642342.4049447948 5653945.701153177, 642351.3105040583 5653944.121178518, 642363.5556480455 5653944.121178518, 642425.8945628898 5653959.920937594, 642464.8563846673 5653967.8208275465, 642510.4973758926 5653982.04064696, 642550.5723925781 5653996.26048887, 642571.7230958288 5654007.320381464, 642573.9494856447 5654015.220313081, 642674.1370273588 5654091.060009886)",9,5.7524967,45.1868691,5.8205172,45.242212,81423202,relation,80379,45.2097372,5.778361,boundary,administrative,16,0.5722767544649576,town,Meylan,"Meylan, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38240, France",0.8441539051546127
2233,"45.2085,5.77426",2019.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.77426,45.2085],[5.77397,45.20847]]}","LINESTRING (642787.6829079678 5654405.485579369, 642755.4002556378 5654400.745413739)",9,5.7524967,45.1868691,5.8205172,45.242212,81423202,relation,80379,45.2097372,5.778361,boundary,administrative,16,0.5722767544649576,town,Meylan,"Meylan, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38240, France",0.032628803405184904
2380,"45.18536,5.73157",2022.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.73157,45.18536],[5.73193,45.1853],[5.73208,45.18527],[5.73217,45.1852],[5.73281,45.18448],[5.73295,45.18429],[5.73324,45.1839],[5.73341,45.18369],[5.73356,45.18345],[5.73378,45.18302],[5.7343,45.18204]]}","LINESTRING (638035.4538460029 5650749.98027585, 638075.5288626886 5650740.503801528, 638092.2267863075 5650735.765568115, 638102.245540479 5650724.709699857, 638173.4900145867 5650610.992986831, 638189.0747432978 5650580.984649628, 638221.3573956278 5650519.388902831, 638240.2817090626 5650486.2221370265, 638256.9796326816 5650448.317411632, 638281.4699206562 5650380.405178257, 638339.3560558687 5650225.630376975)",0,5.6776059,45.1541442,5.7531315,45.2140762,82103472,relation,80348,45.1875602,5.7357819,boundary,administrative,16,0.6845788090893128,city,Grenoble,"Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, France",0.6280494865089795
2337,"45.18776,5.72354",2019.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.72354,45.18776],[5.72335,45.18776],[5.72164,45.18785],[5.71978,45.18796],[5.71936,45.18798],[5.71884,45.18805]]}","LINESTRING (637141.558334933 5651129.04743931, 637120.4076316823 5651129.04743931, 636930.0513024258 5651143.262768848, 636722.9970495503 5651160.637091029, 636676.2428634171 5651163.7960623065, 636618.3567282046 5651174.852470515)",0,5.6776059,45.1541442,5.7531315,45.2140762,82103472,relation,80348,45.1875602,5.7357819,boundary,administrative,16,0.6845788090893128,city,Grenoble,"Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, France",0.525612369575019
2339,"45.18967,5.71563",2016.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.71563,45.18967],[5.71578,45.18918],[5.71577,45.18906],[5.71556,45.18885],[5.71564,45.18845],[5.716,45.18765],[5.7162,45.18746],[5.71687,45.1861],[5.71754,45.18461]]}","LINESTRING (636261.0211627582 5651430.733144846, 636277.7190863772 5651353.33637015, 636276.6058914693 5651334.382159546, 636253.2287984027 5651301.2123871455, 636262.1343576661 5651238.032206836, 636302.2093743518 5651111.673178175, 636324.4732725103 5651081.663169844, 636399.0573313419 5650866.857613731, 636473.6413901733 5650631.525064728)",0,5.6776059,45.1541442,5.7531315,45.2140762,82103472,relation,80348,45.1875602,5.7357819,boundary,administrative,16,0.6845788090893128,city,Grenoble,"Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, France",0.8467319093744697
2512,"45.13409,5.70088",2020.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.70088,45.13409],[5.70224,45.13817]]}","LINESTRING (634619.0586735575 5642655.971963968, 634770.4531810363 5643299.815997215)",5,5.6880014,45.1036576,5.7149773,45.1429963,80499615,relation,105152,45.1236837,5.6978136,boundary,administrative,16,0.5650297046633144,town,Le Pont-de-Claix,"Le Pont-de-Claix, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38800, France",0.6614041397227068
2489,"45.12324,5.69828",2020.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.69828,45.12324],[5.69756,45.12405]]}","LINESTRING (634329.6279974949 5640944.012779695, 634249.4779641238 5641071.806780331)",5,5.6880014,45.1036576,5.7149773,45.1429963,80499615,relation,105152,45.1236837,5.6978136,boundary,administrative,16,0.5650297046633144,town,Le Pont-de-Claix,"Le Pont-de-Claix, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38800, France",0.1508487137760826
2458,"45.21059,5.78111",2016.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.78111,45.21059],[5.78007,45.20965]]}","LINESTRING (643550.2214199018 5654735.723272436, 643434.4491494768 5654587.193813268)",9,5.7524967,45.1868691,5.8205172,45.242212,81423202,relation,80379,45.2097372,5.778361,boundary,administrative,16,0.5722767544649576,town,Meylan,"Meylan, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38240, France",0.18831945953659687
2459,"45.212,5.78695",2016.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.78695,45.212],[5.7868,45.21201],[5.7867,45.21207],[5.7866,45.21209],[5.78653,45.21207],[5.78626,45.21212],[5.78595,45.21214],[5.78563,45.21217],[5.78514,45.21219],[5.78478,45.21216],[5.78453,45.21212],[5.78234,45.21165],[5.78187,45.21157],[5.78159,45.21155],[5.78153,45.21154],[5.78153,45.21148],[5.7815,45.21134],[5.78144,45.21121],[5.78121,45.21094],[5.78125,45.21086],[5.78112,45.2106]]}","LINESTRING (644200.3272461345 5654958.52206395, 644183.6293225156 5654960.102216949, 644172.4973734361 5654969.5831407765, 644161.3654243568 5654972.743450943, 644153.5730600012 5654969.5831407765, 644123.5167974872 5654977.483918275, 644089.0077553411 5654980.64423122, 644053.3855182874 5654985.38470272, 643998.8389677987 5654988.545018442, 643958.763951113 5654983.804545274, 643930.9340784148 5654977.483918275, 643687.1443935775 5654903.216884016, 643634.8242329046 5654890.575747821, 643603.6547754825 5654887.415466549, 643596.975606035 5654885.83532633, 643596.975606035 5654876.354490853, 643593.6360213112 5654854.232580299, 643586.9568518635 5654833.690854972, 643561.353368981 5654791.02742163, 643565.8061486128 5654778.386443237, 643551.3346148096 5654737.303386261)",9,5.7524967,45.1868691,5.8205172,45.242212,81423202,relation,80379,45.2097372,5.778361,boundary,administrative,16,0.5722767544649576,town,Meylan,"Meylan, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38240, France",0.7836127198551925
2461,"45.21159,5.792",2019.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.792,45.21159],[5.79168,45.21158],[5.79135,45.21162],[5.78964,45.2118],[5.78806,45.21192],[5.78695,45.212]]}","LINESTRING (644762.4906746405 5654893.736030202, 644726.8684375867 5654892.155888871, 644690.1330056249 5654898.47645586, 644499.7766763684 5654926.919062312, 644323.891880915 5654945.880849959, 644200.3272461345 5654958.52206395)",9,5.7524967,45.1868691,5.8205172,45.242212,81423202,relation,80379,45.2097372,5.778361,boundary,administrative,16,0.5722767544649576,town,Meylan,"Meylan, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38240, France",0.5665155305114221
1632,"45.17667,5.75224",2022.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.75224,45.17667],[5.7526,45.17678],[5.75354,45.17702],[5.75435,45.17725],[5.7554,45.17752],[5.75576,45.17762],[5.75596,45.17756],[5.75633,45.17765]]}","LINESTRING (640337.6472593115 5649378.103552847, 640376.5027373856 5649394.945842483, 640481.1430587312 5649432.846127668, 640571.3118462737 5649469.167384199, 640688.1973116067 5649511.805568196, 640728.2723282924 5649527.597539501, 640750.5362264509 5649518.12235339, 640791.7244380445 5649532.335136301)",4,5.7430295,45.1591062,5.7862526,45.197351,81237654,relation,80349,45.1836683,5.75448,boundary,administrative,16,0.5773631010885146,town,Saint-Martin-d'Hères,"Saint-Martin-d'Hères, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38400, France",0.4861120783919516
1632,"45.17667,5.75224",2022.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.75224,45.17667],[5.7526,45.17678],[5.75354,45.17702],[5.75435,45.17725],[5.7554,45.17752],[5.75576,45.17762],[5.75596,45.17756],[5.75633,45.17765]]}","LINESTRING (640336.4277206999 5649377.5749318255, 640337.6472593115 5649378.103552847)",0,5.6776059,45.1541442,5.7531315,45.2140762,82103472,relation,80348,45.1875602,5.7357819,boundary,administrative,16,0.6845788090893128,city,Grenoble,"Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, France",0.001329178170789925
2814,"45.19668,5.71197",2022.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.71197,45.19668],[5.71196,45.19669],[5.71096,45.1989],[5.70824,45.20484],[5.70824,45.205]]}","LINESTRING (635853.5918264549 5652538.053840029, 635852.478631547 5652539.633567552, 635741.1591407537 5652888.760160662, 635438.370125796 5653827.203824581, 635438.370125796 5653852.483123589)",0,5.6776059,45.1541442,5.7531315,45.2140762,82103472,relation,80348,45.1875602,5.7357819,boundary,administrative,16,0.6845788090893128,city,Grenoble,"Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, France",1.3797381160667908
2817,"45.18021,5.76608",2022.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.76608,45.18021],[5.76635,45.18054],[5.76665,45.18059],[5.76668,45.1806],[5.76668,45.18067],[5.76672,45.18071],[5.76682,45.18077],[5.76754,45.18113],[5.76774,45.18124],[5.76789,45.18133],[5.76802,45.18145],[5.76813,45.18163],[5.76817,45.18186],[5.76819,45.18232],[5.76824,45.18312],[5.76828,45.18371],[5.76831,45.18386],[5.76838,45.18402],[5.76842,45.18408],[5.76843,45.18416],[5.76844,45.18441],[5.76848,45.18457],[5.7685,45.18471],[5.76851,45.18477],[5.7685,45.18488],[5.76856,45.18502],[5.76874,45.18524],[5.76895,45.18551],[5.76925,45.18586],[5.76933,45.18593],[5.76943,45.186],[5.76951,45.18611],[5.76953,45.1862],[5.76955,45.18624],[5.76969,45.18643],[5.76975,45.18654],[5.76978,45.18663],[5.76978,45.18673],[5.76975,45.18693],[5.76968,45.18731],[5.76958,45.18789],[5.76951,45.1885],[5.7695,45.1886],[5.76953,45.18872],[5.76956,45.18875],[5.76959,45.18876],[5.76963,45.18879],[5.76964,45.18882],[5.76964,45.18887],[5.76961,45.18891],[5.76958,45.18893],[5.76951,45.18898],[5.76949,45.18901],[5.76947,45.18907],[5.76943,45.18946],[5.76931,45.19032]]}","LINESTRING (641877.0894732788 5649936.619257881, 641907.145735793 5649988.735330535, 641940.5415830311 5649996.631731532, 641943.8811677549 5649998.211012562, 641943.8811677549 5650009.265987547, 641948.3339473866 5650015.5831222115, 641959.4658964659 5650025.058832533, 642039.6159298371 5650081.913304151, 642061.8798279957 5650099.285575518, 642078.5777516147 5650113.499277054, 642093.0492854178 5650132.450914053, 642105.2944294051 5650160.87844445, 642109.7472090367 5650197.202641861, 642111.9735988526 5650269.8514769105, 642117.5395733922 5650396.19867513, 642121.9923530241 5650489.3808713555, 642125.3319377479 5650513.071414198, 642133.1243021034 5650538.341395363, 642137.5770817351 5650547.81765661, 642138.6902766431 5650560.452687142, 642139.803471551 5650599.937271997, 642144.2562511828 5650625.207497304, 642146.4826409987 5650647.319002709, 642147.5958359066 5650656.795378815, 642146.4826409987 5650674.16876095, 642153.1618104462 5650696.280386764, 642173.199318789 5650731.027337196, 642196.5764118555 5650773.671505351, 642229.9722590937 5650828.951283621, 642238.877818357 5650840.007280062, 642250.0097674363 5650851.063290096, 642258.9153266998 5650868.437047621, 642261.1417165156 5650882.651965112, 642263.3681063316 5650888.969713433, 642278.9528350426 5650918.979078584, 642285.6320044902 5650936.352967349, 642288.9715892139 5650950.567992218, 642288.9715892139 5650966.362490655, 642285.6320044902 5650997.951570769, 642277.8396401347 5651057.971128762, 642266.7076910554 5651149.5807003025, 642258.9153266998 5651245.929705093, 642257.8021317918 5651261.724722421, 642261.1417165156 5651280.678779845, 642264.4813012395 5651285.417300443, 642267.8208859633 5651286.996807866, 642272.2736655951 5651291.735331793, 642273.386860503 5651296.4738582205, 642273.386860503 5651304.371407816, 642270.0472757792 5651310.689452487, 642266.7076910554 5651313.848476486, 642258.9153266998 5651321.746041344, 642256.6889368839 5651326.484583589, 642254.462547068 5651335.96167557, 642250.0097674363 5651397.563016959, 642236.6514285412 5651533.403363952)",4,5.7430295,45.1591062,5.7862526,45.197351,81237654,relation,80349,45.1836683,5.75448,boundary,administrative,16,0.5773631010885146,town,Saint-Martin-d'Hères,"Saint-Martin-d'Hères, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38400, France",1.7625888642037062
2815,"45.19647,5.71209",2022.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.71209,45.19647],[5.71197,45.19668]]}","LINESTRING (635866.95016535 5652504.879626163, 635853.5918264549 5652538.053840029)",0,5.6776059,45.1541442,5.7531315,45.2140762,82103472,relation,80348,45.1875602,5.7357819,boundary,administrative,16,0.6845788090893128,city,Grenoble,"Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, France",0.03576274155667198
2816,"45.19647,5.71209",2022.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.71209,45.19647],[5.7126,45.19608],[5.7136,45.19528]]}","LINESTRING (635866.95016535 5652504.879626163, 635923.7231056546 5652443.270696646, 636035.0425964477 5652316.894726719)",0,5.6776059,45.1541442,5.7531315,45.2140762,82103472,relation,80348,45.1875602,5.7357819,boundary,administrative,16,0.6845788090893128,city,Grenoble,"Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, France",0.2521913690802355
1624,"45.20847,5.77397",2016.0,1,chronovelo,,"{""type"":""LineString"",""coordinates"":[[5.77397,45.20847],[5.7734,45.20814],[5.77327,45.20723],[5.77324,45.20708],[5.77323,45.20697]]}","LINESTRING (642755.4002556378 5654400.745413739, 642691.9481458856 5654348.603756831, 642677.4766120826 5654204.820755009, 642674.1370273588 5654181.12048103, 642673.0238324507 5654163.740319834)",9,5.7524967,45.1868691,5.8205172,45.242212,81423202,relation,80379,45.2097372,5.778361,boundary,administrative,16,0.5722767544649576,town,Meylan,"Meylan, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38240, France",0.2679870942875813
10001,"45.18757,5.73823",2020.0,1,chronovelo,Parc mistral prolongement chronovelo,"{""type"":""LineString"",""coordinates"":[[5.73823,45.18757],[5.73222,45.18515]]}","LINESTRING (638776.8416546863 5651099.037372986, 638107.8115150186 5650716.812659425)",0,5.6776059,45.1541442,5.7531315,45.2140762,82103472,relation,80348,45.1875602,5.7357819,boundary,administrative,16,0.6845788090893128,city,Grenoble,"Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, France",0.7705173972342482
1790,"45.23634,5.66025",2016.0,1,voieverte,,"{""type"":""LineString"",""coordinates"":[[5.66025,45.23634],[5.6613,45.23498],[5.66194,45.23413],[5.6623,45.23359],[5.66268,45.23303],[5.66332,45.2322],[5.66371,45.23167],[5.66501,45.2299],[5.66804,45.22566],[5.66907,45.22423],[5.6714,45.22104],[5.67178,45.22052],[5.67288,45.21911],[5.67381,45.21806],[5.67474,45.21732],[5.67561,45.21675],[5.67699,45.216],[5.67853,45.21529],[5.68057,45.21421],[5.68088,45.21404],[5.68254,45.21318],[5.68337,45.21275],[5.68423,45.21235],[5.68472,45.21221],[5.68524,45.21211],[5.68605,45.21196],[5.68876,45.2114],[5.68942,45.21129],[5.68996,45.2112],[5.69055,45.21113],[5.6911,45.21105],[5.6934,45.21073],[5.69504,45.2105],[5.69591,45.21029],[5.69701,45.20997],[5.70008,45.20897],[5.70129,45.20841],[5.70164,45.20818],[5.7021,45.2079],[5.70236,45.20784]]}","LINESTRING (632452.7515851513 5655236.693486773, 632577.4592124089 5655144.982035793, 632669.8543897672 5655077.034309891, 632765.5891518494 5655013.827584232, 632820.1357023382 5654991.705335276, 632878.0218375507 5654975.90376222, 632968.1906250932 5654952.201454731, 633269.866445143 5654863.713392439, 633343.3373090666 5654846.331911155, 633403.4498340948 5654832.1107242005, 633469.1283336629 5654821.04981657, 633530.3540535992 5654808.408795951, 633786.3888824236 5654757.844891273, 633968.9528473247 5654721.502260508, 634065.8008043148 5654688.319986854, 634188.2522441874 5654637.756757825, 634530.0030809228 5654479.748500613, 634664.6996647826 5654391.265089984, 634703.6614865604 5654354.923941558, 634754.8684523252 5654310.6827418115, 634783.8115199314 5654301.202513055)",1,5.6808422,45.1982569,5.7401077,45.2386013,81147897,relation,85939,45.2088706,5.7055996,boundary,administrative,16,0.5697722535151936,village,Saint-Martin-le-Vinoux,"Saint-Martin-le-Vinoux, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38950, France",2.54814132118662
1790,"45.23634,5.66025",2016.0,1,voieverte,,"{""type"":""LineString"",""coordinates"":[[5.66025,45.23634],[5.6613,45.23498],[5.66194,45.23413],[5.6623,45.23359],[5.66268,45.23303],[5.66332,45.2322],[5.66371,45.23167],[5.66501,45.2299],[5.66804,45.22566],[5.66907,45.22423],[5.6714,45.22104],[5.67178,45.22052],[5.67288,45.21911],[5.67381,45.21806],[5.67474,45.21732],[5.67561,45.21675],[5.67699,45.216],[5.67853,45.21529],[5.68057,45.21421],[5.68088,45.21404],[5.68254,45.21318],[5.68337,45.21275],[5.68423,45.21235],[5.68472,45.21221],[5.68524,45.21211],[5.68605,45.21196],[5.68876,45.2114],[5.68942,45.21129],[5.68996,45.2112],[5.69055,45.21113],[5.6911,45.21105],[5.6934,45.21073],[5.69504,45.2105],[5.69591,45.21029],[5.69701,45.20997],[5.70008,45.20897],[5.70129,45.20841],[5.70164,45.20818],[5.7021,45.2079],[5.70236,45.20784]]}","LINESTRING (630096.1477626266 5658805.437479465, 630213.0332279596 5658590.447233585, 630284.2777020674 5658456.080942668, 630324.3527187529 5658370.71987238, 630366.6541252544 5658282.198137678, 630437.898599362 5658150.997885355, 630481.3132007715 5658067.220413373, 630626.0285388026 5657787.440932189, 630963.3265959064 5657117.270148912, 631077.9856714234 5656891.256840997, 631337.3600849718 5656387.093794014, 631379.6614914732 5656304.913157425, 631502.1129313457 5656082.080982546, 631605.6400577835 5655916.145718541, 631709.1671842212 5655799.202706525, 631806.0151412113 5655709.126018652, 631959.636038506 5655590.605436556, 632131.0680543279 5655478.407392504, 632358.159815546 5655307.742631237, 632392.668857692 5655280.879028871, 632452.7515851513 5655236.693486773)",11,5.6552984,45.2134128,5.7102559,45.2493803,81077575,relation,85944,45.2325079,5.681781,boundary,administrative,16,0.5710550712959644,town,Saint-Égrève,"Saint-Égrève, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38120, France",4.350535405839412
1514,"45.23692,5.65981",2018.0,1,voieverte,,"{""type"":""LineString"",""coordinates"":[[5.65981,45.23692],[5.65968,45.23715],[5.65957,45.2373],[5.65956,45.2374],[5.65958,45.23747],[5.65961,45.23761],[5.6597,45.23788],[5.65978,45.23816],[5.65984,45.23836],[5.65991,45.2386],[5.65991,45.23861],[5.65991,45.23862],[5.65983,45.23873],[5.65974,45.23886],[5.65953,45.23913],[5.65952,45.23914],[5.6595,45.23915],[5.65932,45.23919],[5.65929,45.23919],[5.65926,45.23918],[5.65873,45.239],[5.65868,45.239],[5.65838,45.23907],[5.65828,45.23911],[5.65813,45.23925],[5.65801,45.23938],[5.65779,45.23969],[5.65762,45.23988],[5.65719,45.24047],[5.65668,45.24119],[5.6546,45.24407],[5.65268,45.24669],[5.65221,45.24725],[5.65184,45.24757],[5.6512,45.24807],[5.64919,45.24955],[5.64849,45.2501],[5.64782,45.25057],[5.64726,45.25097],[5.64678,45.25141],[5.64555,45.2523],[5.64386,45.25361],[5.64311,45.25415],[5.64227,45.25464],[5.64178,45.25495],[5.64148,45.25514],[5.64089,45.25541],[5.63923,45.25608],[5.63859,45.25636],[5.63812,45.25667],[5.6378,45.25691],[5.63334,45.26047],[5.62961,45.26351],[5.62774,45.26505],[5.62684,45.26618],[5.6257,45.26726],[5.6239,45.2692],[5.62357,45.26964],[5.6234,45.27001],[5.62322,45.27039],[5.62287,45.27099],[5.62278,45.27108],[5.62275,45.27111],[5.62262,45.27126],[5.62248,45.27143],[5.62233,45.27161],[5.62226,45.27178],[5.62218,45.27201],[5.62215,45.27212],[5.62212,45.27226],[5.62207,45.27248],[5.62194,45.27273],[5.62185,45.27294],[5.62159,45.27356],[5.62136,45.27465],[5.62139,45.27493],[5.62141,45.2752],[5.62143,45.27578],[5.62136,45.27599],[5.6213,45.27613],[5.62122,45.27632],[5.62109,45.27686],[5.62099,45.27728],[5.62082,45.27792],[5.62075,45.27831],[5.62071,45.27855],[5.6207,45.27914],[5.62068,45.27945],[5.62065,45.27977],[5.62061,45.28044],[5.62054,45.28111],[5.62037,45.28197],[5.62025,45.28236],[5.62013,45.28315],[5.61999,45.28378],[5.61984,45.28455],[5.6196,45.2857],[5.61931,45.28682],[5.61918,45.2872],[5.61906,45.28792],[5.61881,45.28894],[5.61849,45.29027],[5.6183,45.29126],[5.61819,45.29175],[5.61809,45.29221],[5.61792,45.29273],[5.61779,45.29315],[5.61758,45.29388],[5.61755,45.29398],[5.61722,45.29576],[5.61715,45.29597],[5.617,45.29623],[5.61681,45.29649],[5.61656,45.29678],[5.61631,45.2971],[5.61609,45.29744],[5.61519,45.29825],[5.61454,45.29886]]}","LINESTRING (630047.1671866777 5658897.12606118, 630032.6956528745 5658933.485585486, 630020.4505088874 5658957.1983980145, 630019.3373139794 5658973.006974479, 630021.5637037953 5658984.072994556, 630024.903288519 5659006.205075609, 630034.9220426905 5659048.888528769, 630043.8276019538 5659093.153064792, 630050.5067714015 5659124.7707240665, 630058.299135757 5659162.712062096, 630058.299135757 5659164.29295466, 630058.299135757 5659165.8738475, 630049.3935764936 5659183.263687109, 630039.3748223222 5659203.815359145, 630015.9977292556 5659246.499751305, 630014.8845343476 5659248.080658614, 630012.6581445319 5659249.661566201, 629992.620636189 5659255.98519933, 629989.2810514652 5659255.98519933, 629985.9414667414 5659254.4042906305, 629926.942136621 5659225.947981612, 629921.3761620813 5659225.947981612, 629887.9803148434 5659237.014313295, 629876.848365764 5659243.337937522, 629860.150442145 5659265.47065737, 629846.7921032498 5659286.022517489, 629822.3018152753 5659335.030989071, 629803.3775018405 5659365.068571557, 629755.5101207993 5659458.343810053, 629698.7371804947 5659572.172531983, 629694.0082641502 5659581.471884171)",11,5.6552984,45.2134128,5.7102559,45.2493803,81077575,relation,85944,45.2325079,5.681781,boundary,administrative,16,0.5710550712959644,town,Saint-Égrève,"Saint-Égrève, Grenoble, Isère, Auvergne-Rhône-Alpes, Metropolitan France, 38120, France",0.9063768015425108
